date,quarterlyDilutedAverageShares,quarterlyTotalAssets,quarterlyOtherNonCurrentLiabilities,quarterlyLongTermDebt,quarterlyOtherCurrentLiabilities,quarterlyCostOfRevenue,quarterlyTotalNonCurrentAssets,quarterlyChangeInCashSupplementalAsReported,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyInvestmentsAndAdvances,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlySellingGeneralAndAdministration,quarterlyGoodwill,quarterlyNetIncomeCommonStockholders,quarterlyOtherIncomeExpense,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyBasicEPS,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyInventory,quarterlyCashAndCashEquivalents,quarterlyCurrentDeferredRevenue,quarterlyPurchaseOfInvestment,quarterlyOperatingExpense,quarterlyCurrentDebt,quarterlyEndCashPosition,quarterlyOtherIntangibleAssets,quarterlyInterestExpense,quarterlyInvestingCashFlow,quarterlyDepreciationAndAmortization,quarterlyCashDividendsPaid,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentAssets,quarterlyNetOtherFinancingCharges,quarterlyFreeCashFlow,quarterlyOtherCurrentAssets,quarterlyChangeInInventory,quarterlySaleOfInvestment,quarterlyRepurchaseOfCapitalStock,quarterlyChangesInAccountReceivables,quarterlyAccountsPayable,quarterlyCapitalStock,quarterlyChangeInAccountPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyGrossProfit,quarterlyBasicAverageShares,quarterlyBeginningCashPosition,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyRepaymentOfDebt,quarterlyAccumulatedDepreciation,quarterlyNetPPE,quarterlyTaxProvision,quarterlyOtherNonCashItems,quarterlyEbitda,quarterlyStockBasedCompensation,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOtherShortTermInvestments,quarterlyRetainedEarnings,quarterlyCommonStockIssuance,quarterlyResearchAndDevelopment,quarterlyTotalRevenue,quarterlyOperatingCashFlow,quarterlyCapitalExpenditure,quarterlyPretaxIncome,quarterlyDilutedEPS,quarterlyPurchaseOfBusiness,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyGrossPPE,quarterlyIncomeTaxPayable,quarterlyOperatingIncome,quarterlyNonCurrentDeferredRevenue
2009-03-31,1359000000.0,13651000000.0,181000000.0,,0.0,484000000.0,9141000000.0,30000000.0,185000000.0,504000000.0,889000000.0,79000000.0,189000000.0,189000000.0,186000000.0,7213000000.0,189000000.0,-5000000.0,708000000.0,0.14,3030000000.0,230000000.0,2988000000.0,647000000.0,,303000000.0,,2988000000.0,1688000000.0,,-7000000.0,137000000.0,,2203000000.0,23000000.0,17000000.0,317000000.0,494000000.0,32000000.0,3000000.0,-313000000.0,1026000000.0,163000000.0,0.0,-392000000.0,-46000000.0,497000000.0,1308000000.0,2958000000.0,11448000000.0,0.0,,,138000000.0,0.0,3000000.0,331000000,30000000.0,-68000000.0,56000000.0,-289000000.0,42000000.0,-285000000.0,7000000.0,117000000.0,981000000,327000000.0,-10000000.0,189000000.0,0.14,,4510000000.0,1314000000.0,,,194000000,
2009-06-30,1332000000.0,13519000000.0,198000000.0,,0.0,472000000.0,9009000000.0,-260000000.0,282000000.0,533000000.0,897000000.0,23000000.0,195000000.0,195000000.0,210000000.0,7176000000.0,195000000.0,-15000000.0,699000000.0,0.15,2830000000.0,198000000.0,2728000000.0,423000000.0,,333000000.0,,2728000000.0,1227000000.0,,-17000000.0,146000000.0,,1988000000.0,449000000.0,39000000.0,-132000000.0,408000000.0,32000000.0,2000000.0,-229000000.0,-98000000.0,135000000.0,0.0,-29000000.0,-14000000.0,566000000.0,1289000000.0,2988000000.0,11531000000.0,-5000000.0,,,134000000.0,23000000.0,-2000000.0,233000000,43000000.0,-288000000.0,-174000000.0,-152000000.0,102000000.0,-90000000.0,38000000.0,123000000.0,1038000000,-118000000.0,-14000000.0,218000000.0,0.15,,4510000000.0,1091000000.0,,,233000000,
2009-09-30,1297000000.0,13452000000.0,190000000.0,,0.0,339000000.0,8944000000.0,-368000000.0,228000000.0,532000000.0,875000000.0,22000000.0,15000000.0,15000000.0,234000000.0,7161000000.0,15000000.0,12000000.0,685000000.0,0.01,2721000000.0,351000000.0,2360000000.0,471000000.0,,356000000.0,,2360000000.0,1616000000.0,1000000.0,-274000000.0,96000000.0,,2160000000.0,12000000.0,12000000.0,144000000.0,481000000.0,-153000000.0,6000000.0,-292000000.0,-180000000.0,282000000.0,0.0,382000000.0,-5000000.0,364000000.0,1271000000.0,2728000000.0,11292000000.0,-35000000.0,,,133000000.0,5000000.0,2000000.0,8000000,36000000.0,-22000000.0,48000000.0,-262000000.0,361000000.0,-75000000.0,18000000.0,122000000.0,703000000,161000000.0,-17000000.0,20000000.0,0.01,,4508000000.0,1285000000.0,,,8000000,
2009-12-31,,13742000000.0,209000000.0,,0.0,1012000000.0,8413000000.0,408000000.0,739000000.0,779000000.0,479000000.0,23000000.0,-286000000.0,-286000000.0,309000000.0,7154000000.0,-286000000.0,-411000000.0,270000000.0,,3245000000.0,241000000.0,2768000000.0,1426000000.0,-197000000.0,574000000.0,,2768000000.0,1089000000.0,1000000.0,-145000000.0,249000000.0,,2986000000.0,9000000.0,11000000.0,785000000.0,606000000.0,110000000.0,35000000.0,-275000000.0,-513000000.0,302000000.0,0.0,21000000.0,-24000000.0,545000000.0,,2360000000.0,10756000000.0,45000000.0,,-299000000.0,138000000.0,-149000000.0,446000000.0,-185000000,47000000.0,588000000.0,-186000000.0,-246000000.0,477000000.0,-361000000.0,18000000.0,265000000.0,1557000000,813000000.0,-28000000.0,-435000000.0,,,5329000000.0,2507000000.0,437000000.0,,-29000000,
2010-03-31,1264000000.0,12866000000.0,202000000.0,,0.0,533000000.0,8380000000.0,-73000000.0,134000000.0,623000000.0,456000000.0,23000000.0,381000000.0,381000000.0,121000000.0,7150000000.0,381000000.0,0.0,254000000.0,0.3,3342000000.0,194000000.0,2695000000.0,772000000.0,-187000000.0,264000000.0,,2695000000.0,1065000000.0,,-184000000.0,121000000.0,,1998000000.0,11000000.0,4000000.0,215000000.0,421000000.0,40000000.0,17000000.0,-107000000.0,593000000.0,147000000.0,0.0,-146000000.0,-44000000.0,775000000.0,1248000000.0,2768000000.0,10868000000.0,-2000000.0,,,131000000.0,130000000.0,40000000.0,511000000,44000000.0,-405000000.0,90000000.0,-87000000.0,647000000.0,20000000.0,16000000.0,143000000.0,1308000000,227000000.0,-12000000.0,511000000.0,0.3,,4486000000.0,1542000000.0,,,511000000,
2010-06-30,1248000000.0,12393000000.0,196000000.0,,0.0,367000000.0,8425000000.0,-481000000.0,190000000.0,459000000.0,445000000.0,23000000.0,219000000.0,219000000.0,196000000.0,7147000000.0,219000000.0,1000000.0,249000000.0,0.18,2846000000.0,157000000.0,2214000000.0,482000000.0,-201000000.0,300000000.0,,2214000000.0,1082000000.0,,-43000000.0,80000000.0,,1535000000.0,13000000.0,2000000.0,-53000000.0,374000000.0,38000000.0,171000000.0,-242000000.0,-68000000.0,149000000.0,0.0,2000000.0,-57000000.0,600000000.0,1232000000.0,2695000000.0,10858000000.0,14000000.0,,,160000000.0,82000000.0,15000000.0,300000000,17000000.0,-331000000.0,-9000000.0,-413000000.0,632000000.0,239000000.0,14000000.0,104000000.0,967000000,-26000000.0,-27000000.0,301000000.0,0.17,,3968000000.0,1090000000.0,,,300000000,
2010-09-30,1227000000.0,12570000000.0,200000000.0,,0.0,349000000.0,8422000000.0,-91000000.0,246000000.0,533000000.0,431000000.0,23000000.0,51000000.0,51000000.0,222000000.0,7144000000.0,51000000.0,14000000.0,231000000.0,0.04,2849000000.0,258000000.0,2123000000.0,622000000.0,-293000000.0,341000000.0,,2123000000.0,1072000000.0,,-96000000.0,78000000.0,0.0,1824000000.0,14000000.0,5000000.0,145000000.0,376000000.0,-97000000.0,285000000.0,-264000000.0,-54000000.0,238000000.0,0.0,84000000.0,-9000000.0,396000000.0,1212000000.0,2214000000.0,10746000000.0,-51000000.0,,,169000000.0,18000000.0,28000000.0,55000000,33000000.0,55000000.0,-30000000.0,-235000000.0,726000000.0,290000000.0,24000000.0,119000000.0,745000000,182000000.0,-37000000.0,69000000.0,0.04,,4148000000.0,1393000000.0,,,55000000,
2010-12-31,,13406000000.0,184000000.0,,187000000.0,877000000.0,8021000000.0,689000000.0,640000000.0,91000000.0,296000000.0,23000000.0,-233000000.0,-233000000.0,345000000.0,7132000000.0,-233000000.0,-321000000.0,112000000.0,,3508000000.0,140000000.0,2812000000.0,1726000000.0,-119000000.0,621000000.0,,2812000000.0,648000000.0,,11000000.0,238000000.0,-2000000.0,3203000000.0,49000000.0,11000000.0,972000000.0,457000000.0,143000000.0,107000000.0,-346000000.0,-395000000.0,363000000.0,0.0,130000000.0,-13000000.0,551000000.0,,2123000000.0,10203000000.0,44000000.0,,-343000000.0,169000000.0,-155000000.0,26000000.0,-130000000,37000000.0,964000000.0,-329000000.0,-318000000.0,696000000.0,57000000.0,19000000.0,276000000.0,1428000000,993000000.0,-21000000.0,-388000000.0,,,5385000000.0,2907000000.0,512000000.0,95000000.0,-70000000,
2011-03-31,1182000000.0,12377000000.0,166000000.0,,0.0,452000000.0,8028000000.0,-154000000.0,95000000.0,676000000.0,249000000.0,25000000.0,503000000.0,503000000.0,162000000.0,7134000000.0,503000000.0,-17000000.0,83000000.0,0.42,3359000000.0,103000000.0,2658000000.0,1043000000.0,-161000000.0,304000000.0,,2658000000.0,679000000.0,,-14000000.0,95000000.0,,2140000000.0,25000000.0,1000000.0,130000000.0,328000000.0,11000000.0,154000000.0,-343000000.0,554000000.0,172000000.0,0.0,-199000000.0,26000000.0,997000000.0,1173000000.0,2812000000.0,10237000000.0,-3000000.0,,,165000000.0,173000000.0,22000000.0,788000000,23000000.0,-636000000.0,150000000.0,-337000000.0,701000000.0,366000000.0,5000000.0,142000000.0,1449000000,134000000.0,-4000000.0,676000000.0,0.42,,4349000000.0,1891000000.0,,,693000000,
2011-06-30,1150000000.0,11972000000.0,164000000.0,,0.0,296000000.0,8018000000.0,-324000000.0,140000000.0,489000000.0,261000000.0,25000000.0,335000000.0,335000000.0,217000000.0,7130000000.0,335000000.0,-1000000.0,97000000.0,0.29,2944000000.0,93000000.0,2334000000.0,601000000.0,-139000000.0,380000000.0,,2334000000.0,683000000.0,,77000000.0,81000000.0,,1507000000.0,17000000.0,3000000.0,-92000000.0,266000000.0,10000000.0,220000000.0,-158000000.0,-36000000.0,156000000.0,0.0,-17000000.0,29000000.0,850000000.0,1141000000.0,2658000000.0,10465000000.0,13000000.0,,,163000000.0,134000000.0,17000000.0,517000000,20000000.0,-480000000.0,-31000000.0,-326000000.0,610000000.0,701000000.0,21000000.0,116000000.0,1146000000,-78000000.0,-14000000.0,469000000.0,0.29,,3954000000.0,1246000000.0,,,470000000,
2011-09-30,1148000000.0,12113000000.0,168000000.0,,0.0,237000000.0,8031000000.0,135000000.0,139000000.0,542000000.0,263000000.0,25000000.0,148000000.0,148000000.0,219000000.0,7126000000.0,148000000.0,3000000.0,95000000.0,0.13,2901000000.0,207000000.0,2469000000.0,487000000.0,-25000000.0,352000000.0,,2469000000.0,698000000.0,,147000000.0,52000000.0,-2000000.0,1542000000.0,15000000.0,17000000.0,17000000.0,328000000.0,-117000000.0,229000000.0,-23000000.0,-2000000.0,250000000.0,0.0,99000000.0,-29000000.0,517000000.0,1140000000.0,2334000000.0,10571000000.0,-31000000.0,,,167000000.0,17000000.0,1000000.0,165000000,18000000.0,-161000000.0,5000000.0,5000000.0,432000000.0,849000000.0,13000000.0,133000000.0,754000000,46000000.0,-29000000.0,165000000.0,0.13,,4082000000.0,1279000000.0,,,165000000,
2011-12-31,1147000000.0,13277000000.0,174000000.0,,0.0,722000000.0,7897000000.0,696000000.0,649000000.0,694000000.0,229000000.0,16000000.0,99000000.0,99000000.0,403000000.0,7111000000.0,99000000.0,-6000000.0,55000000.0,0.09,3525000000.0,144000000.0,3165000000.0,1472000000.0,-92000000.0,659000000.0,,3165000000.0,595000000.0,,56000000.0,207000000.0,0.0,2785000000.0,12000000.0,3000000.0,825000000.0,555000000.0,62000000.0,147000000.0,-168000000.0,-503000000.0,390000000.0,0.0,148000000.0,-72000000.0,685000000.0,1139000000.0,2469000000.0,10492000000.0,26000000.0,,-370000000.0,163000000.0,-79000000.0,39000000.0,26000000,42000000.0,539000000.0,-49000000.0,-150000000.0,360000000.0,948000000.0,15000000.0,256000000.0,1407000000,850000000.0,-25000000.0,20000000.0,0.08,,5380000000.0,2556000000.0,533000000.0,,26000000,
2012-03-31,1127000000.0,12482000000.0,165000000.0,,0.0,354000000.0,7916000000.0,-116000000.0,103000000.0,676000000.0,222000000.0,17000000.0,384000000.0,384000000.0,181000000.0,7109000000.0,384000000.0,1000000.0,57000000.0,0.34,3476000000.0,146000000.0,3049000000.0,917000000.0,-187000000.0,305000000.0,,3049000000.0,621000000.0,,-77000000.0,53000000.0,,1996000000.0,15000000.0,2000000.0,144000000.0,396000000.0,0.0,115000000.0,-261000000.0,553000000.0,181000000.0,0.0,-215000000.0,-33000000.0,818000000.0,1120000000.0,3165000000.0,10486000000.0,4000000.0,,,154000000.0,130000000.0,19000000.0,566000000,21000000.0,-368000000.0,65000000.0,-246000000.0,427000000.0,1128000000.0,13000000.0,124000000.0,1172000000,153000000.0,-9000000.0,514000000.0,0.33,,4566000000.0,1774000000.0,,,513000000,
2012-06-30,1115000000.0,12269000000.0,160000000.0,,0.0,370000000.0,7937000000.0,-263000000.0,227000000.0,416000000.0,221000000.0,17000000.0,185000000.0,185000000.0,326000000.0,7108000000.0,185000000.0,2000000.0,61000000.0,0.16,3192000000.0,128000000.0,2786000000.0,905000000.0,-115000000.0,478000000.0,,2786000000.0,651000000.0,,3000000.0,94000000.0,,1705000000.0,12000000.0,1000000.0,75000000.0,301000000.0,15000000.0,138000000.0,-54000000.0,-132000000.0,163000000.0,0.0,-13000000.0,-124000000.0,705000000.0,1109000000.0,3049000000.0,10564000000.0,-3000000.0,,,149000000.0,44000000.0,27000000.0,321000000,28000000.0,-178000000.0,-36000000.0,-250000000.0,406000000.0,1313000000.0,7000000.0,152000000.0,1075000000,92000000.0,-17000000.0,229000000.0,0.16,,4332000000.0,1484000000.0,,,227000000,
2012-09-30,1114000000.0,12661000000.0,163000000.0,,0.0,231000000.0,7959000000.0,123000000.0,200000000.0,455000000.0,223000000.0,19000000.0,226000000.0,226000000.0,252000000.0,7107000000.0,226000000.0,1000000.0,60000000.0,0.2,3364000000.0,291000000.0,2909000000.0,847000000.0,-80000000.0,383000000.0,,2909000000.0,669000000.0,,-71000000.0,45000000.0,0.0,1778000000.0,16000000.0,1000000.0,104000000.0,350000000.0,-160000000.0,52000000.0,0.0,29000000.0,253000000.0,0.0,87000000.0,-74000000.0,610000000.0,1109000000.0,2786000000.0,10883000000.0,-23000000.0,,,148000000.0,2000000.0,33000000.0,272000000,34000000.0,-171000000.0,-9000000.0,6000000.0,455000000.0,1539000000.0,5000000.0,131000000.0,841000000,124000000.0,-20000000.0,228000000.0,0.2,0.0,4702000000.0,1555000000.0,,,227000000,
2012-12-31,1115000000.0,14200000000.0,206000000.0,,0.0,682000000.0,7926000000.0,1050000000.0,707000000.0,652000000.0,231000000.0,8000000.0,354000000.0,354000000.0,380000000.0,7106000000.0,354000000.0,3000000.0,25000000.0,0.31,4375000000.0,209000000.0,3959000000.0,1657000000.0,-121000000.0,602000000.0,,3959000000.0,660000000.0,,21000000.0,136000000.0,0.0,2883000000.0,11000000.0,-10000000.0,949000000.0,496000000.0,83000000.0,149000000.0,0.0,-496000000.0,343000000.0,0.0,87000000.0,-26000000.0,1086000000.0,1111000000.0,2909000000.0,11317000000.0,20000000.0,,-372000000.0,141000000.0,133000000.0,42000000.0,620000000,43000000.0,473000000.0,-30000000.0,-7000000.0,416000000.0,1893000000.0,3000000.0,222000000.0,1768000000,976000000.0,-27000000.0,487000000.0,0.31,0.0,6274000000.0,2652000000.0,513000000.0,,484000000,
2013-03-31,1120000000.0,13725000000.0,208000000.0,,0.0,416000000.0,7922000000.0,340000000.0,237000000.0,588000000.0,291000000.0,9000000.0,456000000.0,456000000.0,196000000.0,7103000000.0,446000000.0,2000000.0,83000000.0,0.4,4618000000.0,159000000.0,4299000000.0,1125000000.0,-26000000.0,321000000.0,,4299000000.0,667000000.0,,80000000.0,107000000.0,,2190000000.0,10000000.0,-10000000.0,308000000.0,380000000.0,47000000.0,113000000.0,0.0,465000000.0,186000000.0,0.0,-149000000.0,-95000000.0,908000000.0,1113000000.0,3959000000.0,11535000000.0,10000000.0,,,133000000.0,133000000.0,23000000.0,694000000,27000000.0,-401000000.0,140000000.0,23000000.0,319000000.0,2132000000.0,33000000.0,125000000.0,1324000000,325000000.0,-17000000.0,589000000.0,0.4,,5803000000.0,1899000000.0,,,587000000,
2013-06-30,1127000000.0,13411000000.0,206000000.0,,0.0,285000000.0,7782000000.0,42000000.0,117000000.0,389000000.0,283000000.0,9000000.0,324000000.0,324000000.0,212000000.0,7102000000.0,318000000.0,0.0,77000000.0,0.28,4546000000.0,131000000.0,4341000000.0,665000000.0,0.0,335000000.0,,4341000000.0,529000000.0,,96000000.0,66000000.0,,1476000000.0,10000000.0,-1000000.0,90000000.0,500000000.0,29000000.0,116000000.0,0.0,118000000.0,139000000.0,0.0,-48000000.0,-62000000.0,765000000.0,1118000000.0,4299000000.0,11935000000.0,-1000000.0,,,132000000.0,106000000.0,22000000.0,496000000,23000000.0,-372000000.0,69000000.0,-199000000.0,205000000.0,2456000000.0,18000000.0,123000000.0,1050000000,109000000.0,-19000000.0,430000000.0,0.28,,5629000000.0,1193000000.0,,,430000000,
2013-09-30,1134000000.0,16060000000.0,206000000.0,2211000000.0,0.0,175000000.0,7809000000.0,103000000.0,205000000.0,506000000.0,2488000000.0,9000000.0,56000000.0,56000000.0,306000000.0,7098000000.0,55000000.0,-4000000.0,71000000.0,0.05,4539000000.0,313000000.0,4444000000.0,641000000.0,0.0,446000000.0,,4444000000.0,545000000.0,,15000000.0,35000000.0,0.0,3921000000.0,18000000.0,6000000.0,-72000000.0,571000000.0,-179000000.0,126000000.0,0.0,-85000000.0,286000000.0,0.0,141000000.0,18000000.0,516000000.0,1122000000.0,4341000000.0,12139000000.0,-89000000.0,,,139000000.0,10000000.0,17000000.0,105000000,26000000.0,-153000000.0,-6000000.0,47000000.0,95000000.0,2513000000.0,41000000.0,140000000.0,691000000,-50000000.0,-22000000.0,66000000.0,0.05,,8251000000.0,1433000000.0,,,70000000,
2013-12-31,757000000.0,14012000000.0,297000000.0,4668000000.0,0.0,655000000.0,7771000000.0,-34000000.0,515000000.0,636000000.0,4985000000.0,9000000.0,174000000.0,174000000.0,382000000.0,7092000000.0,174000000.0,-51000000.0,20000000.0,0.23,4443000000.0,171000000.0,4410000000.0,1389000000.0,0.0,579000000.0,25000000.0,4410000000.0,497000000.0,,117000000.0,107000000.0,0.0,7390000000.0,35000000.0,-74000000.0,864000000.0,791000000.0,109000000.0,47000000.0,-5830000000.0,-300000000.0,355000000.0,0.0,63000000.0,68000000.0,863000000.0,745000000.0,4444000000.0,6622000000.0,86000000.0,,-448000000.0,138000000.0,59000000.0,17000000.0,284000000,32000000.0,591000000.0,-42000000.0,-1094000000.0,33000000.0,2686000000.0,66000000.0,197000000.0,1518000000,880000000.0,-16000000.0,233000000.0,0.22,,6241000000.0,2405000000.0,586000000.0,,284000000,
2014-03-31,720000000.0,13528000000.0,305000000.0,4320000000.0,0.0,342000000.0,7834000000.0,-131000000.0,219000000.0,635000000.0,4711000000.0,9000000.0,293000000.0,293000000.0,199000000.0,7089000000.0,285000000.0,-51000000.0,86000000.0,0.4,4287000000.0,158000000.0,4279000000.0,1092000000.0,0.0,342000000.0,0.0,4279000000.0,518000000.0,,-12000000.0,70000000.0,,6604000000.0,66000000.0,4000000.0,99000000.0,694000000.0,5000000.0,21000000.0,,290000000.0,166000000.0,0.0,-189000000.0,63000000.0,769000000.0,709000000.0,4410000000.0,6924000000.0,4000000.0,-375000000.0,,152000000.0,83000000.0,2000000.0,497000000,29000000.0,-256000000.0,6000000.0,-252000000.0,8000000.0,2832000000.0,119000000.0,143000000.0,1111000000,136000000.0,-37000000.0,376000000.0,0.4,,5694000000.0,1893000000.0,,,427000000,
2014-06-30,725000000.0,13360000000.0,343000000.0,4321000000.0,0.0,300000000.0,7886000000.0,-80000000.0,107000000.0,507000000.0,4746000000.0,9000000.0,204000000.0,204000000.0,248000000.0,7089000000.0,200000000.0,-50000000.0,82000000.0,0.28,4204000000.0,151000000.0,4199000000.0,769000000.0,0.0,360000000.0,0.0,4199000000.0,540000000.0,,-22000000.0,65000000.0,,6189000000.0,86000000.0,-15000000.0,81000000.0,653000000.0,-4000000.0,0.0,,112000000.0,167000000.0,0.0,-1000000.0,44000000.0,670000000.0,716000000.0,4279000000.0,7171000000.0,3000000.0,0.0,,162000000.0,56000000.0,1000000.0,375000000,23000000.0,-165000000.0,-27000000.0,-144000000.0,5000000.0,3036000000.0,18000000.0,112000000.0,970000000,106000000.0,-25000000.0,260000000.0,0.28,,5474000000.0,1443000000.0,,,310000000,
2014-09-30,718000000.0,13855000000.0,347000000.0,4322000000.0,0.0,253000000.0,7898000000.0,-394000000.0,689000000.0,541000000.0,4751000000.0,9000000.0,-23000000.0,-23000000.0,361000000.0,7088000000.0,-23000000.0,-51000000.0,82000000.0,-0.03,3828000000.0,222000000.0,3805000000.0,1305000000.0,0.0,492000000.0,0.0,3805000000.0,549000000.0,,-46000000.0,57000000.0,0.0,6863000000.0,90000000.0,-1000000.0,-173000000.0,824000000.0,-91000000.0,0.0,,-595000000.0,266000000.0,0.0,107000000.0,-157000000.0,500000000.0,718000000.0,4199000000.0,6992000000.0,-18000000.0,0.0,,162000000.0,-20000000.0,2000000.0,65000000,22000000.0,-174000000.0,-36000000.0,22000000.0,23000000.0,3013000000.0,23000000.0,131000000.0,753000000,-145000000.0,-28000000.0,-43000000.0,-0.03,,5957000000.0,2112000000.0,,,8000000,
2014-12-31,729000000.0,14746000000.0,361000000.0,4324000000.0,0.0,631000000.0,7837000000.0,1043000000.0,659000000.0,592000000.0,4799000000.0,9000000.0,361000000.0,361000000.0,322000000.0,7086000000.0,361000000.0,-50000000.0,114000000.0,0.49,4858000000.0,123000000.0,4848000000.0,1797000000.0,0.0,506000000.0,0.0,4848000000.0,500000000.0,,-4000000.0,154000000.0,0.0,7513000000.0,85000000.0,-15000000.0,1178000000.0,901000000.0,88000000.0,0.0,,16000000.0,325000000.0,0.0,71000000.0,-303000000.0,944000000.0,720000000.0,3805000000.0,7233000000.0,13000000.0,0.0,-344000000.0,157000000.0,27000000.0,2000000.0,438000000,30000000.0,638000000.0,13000000.0,0.0,10000000.0,3374000000.0,15000000.0,184000000.0,1575000000,1195000000.0,-17000000.0,388000000.0,0.49,,6909000000.0,2714000000.0,501000000.0,,438000000,
2015-03-31,731000000.0,13777000000.0,441000000.0,4075000000.0,0.0,413000000.0,7914000000.0,-383000000.0,208000000.0,615000000.0,4640000000.0,9000000.0,394000000.0,394000000.0,178000000.0,7084000000.0,387000000.0,-100000000.0,124000000.0,0.54,4470000000.0,102000000.0,4465000000.0,1161000000.0,,323000000.0,,4465000000.0,525000000.0,,-16000000.0,162000000.0,,6539000000.0,138000000.0,11000000.0,188000000.0,718000000.0,10000000.0,0.0,,438000000.0,123000000.0,0.0,-208000000.0,-619000000.0,865000000.0,723000000.0,4848000000.0,7238000000.0,5000000.0,-250000000.0,,158000000.0,98000000.0,2000000.0,704000000,23000000.0,-361000000.0,-3000000.0,-212000000.0,5000000.0,3598000000.0,27000000.0,145000000.0,1278000000,209000000.0,-21000000.0,492000000.0,0.53,,5863000000.0,1899000000.0,,,542000000,
2015-06-30,735000000.0,14015000000.0,466000000.0,4077000000.0,0.0,297000000.0,7964000000.0,-49000000.0,201000000.0,510000000.0,4669000000.0,9000000.0,212000000.0,212000000.0,266000000.0,7084000000.0,210000000.0,-100000000.0,126000000.0,0.29,4521000000.0,117000000.0,4416000000.0,837000000.0,,415000000.0,,4416000000.0,539000000.0,,-128000000.0,103000000.0,,6214000000.0,153000000.0,-12000000.0,107000000.0,866000000.0,-19000000.0,0.0,,7000000.0,198000000.0,0.0,86000000.0,-545000000.0,747000000.0,727000000.0,4465000000.0,7801000000.0,0.0,0.0,,179000000.0,70000000.0,2000000.0,435000000,20000000.0,-222000000.0,23000000.0,-148000000.0,105000000.0,3810000000.0,34000000.0,149000000.0,1044000000,135000000.0,-28000000.0,282000000.0,0.29,,6051000000.0,1545000000.0,,,332000000,
2015-09-30,739000000.0,14302000000.0,515000000.0,4078000000.0,0.0,337000000.0,7993000000.0,-51000000.0,503000000.0,394000000.0,4703000000.0,9000000.0,127000000.0,127000000.0,298000000.0,7083000000.0,127000000.0,0.0,110000000.0,0.17,4519000000.0,238000000.0,4365000000.0,907000000.0,-44000000.0,457000000.0,,4365000000.0,530000000.0,,-95000000.0,103000000.0,0.0,6313000000.0,171000000.0,200000000.0,-227000000.0,676000000.0,-126000000.0,15000000.0,,-303000000.0,309000000.0,0.0,115000000.0,-544000000.0,653000000.0,730000000.0,4416000000.0,7989000000.0,-20000000.0,0.0,,200000000.0,18000000.0,1000000.0,196000000,28000000.0,-392000000.0,-42000000.0,221000000.0,154000000.0,3937000000.0,21000000.0,159000000.0,990000000,-181000000.0,-46000000.0,145000000.0,0.17,,6309000000.0,1610000000.0,,,196000000,
2015-12-31,744000000.0,15244000000.0,483000000.0,4079000000.0,0.0,538000000.0,8296000000.0,-2542000000.0,679000000.0,625000000.0,4565000000.0,9000000.0,159000000.0,159000000.0,372000000.0,7095000000.0,159000000.0,0.0,3000000.0,0.22,1831000000.0,128000000.0,1823000000.0,1702000000.0,-1000000.0,565000000.0,,1823000000.0,562000000.0,,-3477000000.0,126000000.0,0.0,7176000000.0,173000000.0,-20000000.0,1013000000.0,749000000.0,81000000.0,130000000.0,,-182000000.0,284000000.0,0.0,-18000000.0,-633000000.0,815000000.0,733000000.0,4365000000.0,8068000000.0,-3544000000.0,0.0,-408000000.0,189000000.0,42000000.0,2000000.0,250000000,21000000.0,733000000.0,-5000000.0,4000000.0,8000000.0,4096000000.0,24000000.0,193000000.0,1353000000,1029000000.0,-16000000.0,201000000.0,0.21,,6948000000.0,2611000000.0,597000000.0,,250000000,
2016-03-31,746000000.0,17302000000.0,798000000.0,5777000000.0,0.0,491000000.0,13294000000.0,1049000000.0,383000000.0,901000000.0,6632000000.0,,336000000.0,336000000.0,328000000.0,9772000000.0,336000000.0,0.0,57000000.0,0.45,2872000000.0,103000000.0,2872000000.0,1207000000.0,,503000000.0,64000000.0,2872000000.0,2598000000.0,,-1068000000.0,257000000.0,,8954000000.0,316000000.0,-17000000.0,282000000.0,650000000.0,14000000.0,,,459000000.0,150000000.0,0.0,-184000000.0,-643000000.0,964000000.0,735000000.0,1823000000.0,8348000000.0,3547000000.0,-750000000.0,,246000000.0,73000000.0,4000000.0,461000000,34000000.0,-242000000.0,-63000000.0,1807000000.0,,4239000000.0,24000000.0,175000000.0,1455000000,309000000.0,-27000000.0,409000000.0,0.45,-4588000000.0,4008000000.0,2322000000.0,,,461000000,
