date,quarterlyBasicAverageShares,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCapitalStock,quarterlyPurchaseOfBusiness,quarterlyRepaymentOfDebt,quarterlyPretaxIncome,quarterlyBeginningCashPosition,quarterlyNetPPE,quarterlyTaxProvision,quarterlyCurrentDebt,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyChangesInAccountReceivables,quarterlyInterestExpense,quarterlyOtherIntangibleAssets,quarterlyOtherNonCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyNetOtherFinancingCharges,quarterlyOperatingCashFlow,quarterlyIncomeTaxPayable,quarterlyDilutedEPS,quarterlyRepurchaseOfCapitalStock,quarterlyGrossPPE,quarterlyChangeInCashSupplementalAsReported,quarterlyDeferredIncomeTax,quarterlyAccountsPayable,quarterlyChangeInWorkingCapital,quarterlyDilutedAverageShares,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOtherCurrentLiabilities,quarterlyStockBasedCompensation,quarterlyCommonStockIssuance,quarterlyEbitda,quarterlyCashDividendsPaid,quarterlyOtherNonCashItems,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,quarterlyCurrentLiabilities,quarterlyDepreciationAndAmortization,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRetainedEarnings,quarterlyTotalRevenue,quarterlyOperatingIncome,quarterlyPurchaseOfInvestment,quarterlyNetIncomeCommonStockholders,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,quarterlyFreeCashFlow,quarterlyNetIncome,quarterlyOtherNonCurrentLiabilities,quarterlyNetIncomeContinuousOperations,quarterlyOtherCurrentAssets,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyNetOtherInvestingChanges,quarterlyAccountsReceivable,quarterlyStockholdersEquity,quarterlyGoodwill,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyLongTermDebt,quarterlyOperatingExpense,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyGrossProfit,quarterlyBasicEPS,quarterlyChangeInAccountPayable,quarterlyChangeInInventory,quarterlyResearchAndDevelopment,quarterlyInvestmentsAndAdvances,quarterlyCurrentDeferredRevenue,quarterlySaleOfInvestment,quarterlyOtherShortTermInvestments,quarterlyNonCurrentDeferredRevenue
2005-09-30,109364000.0,82156000.0,82156000.0,545000.0,,,15010000.0,114747000.0,1312351000.0,5531000.0,3873000.0,-62496000.0,-71690000.0,,6404000.0,535848000.0,120150000.0,-852004000.0,0.0,126005000.0,,0.075,-66911000.0,2164355000.0,-32591000.0,,425521000.0,84687000.0,110296000.0,-56223000.0,96914000.0,,856000.0,111319000,-4467000.0,-33118000.0,774676000.0,346541000.0,526308000.0,38705000.0,831316000.0,1279675000.0,970772000,72614000,,8319000.0,1357624000.0,2743025000.0,1968349000.0,63509000.0,8319000.0,259033000.0,9479000,33072000.0,,513065000.0,0.0,505366000.0,1223997000.0,,82156000.0,-86906000.0,43981000.0,528302000.0,385093000.0,-47186000.0,50895000.0,457707000.0,0.075,,,,,,,,
2005-12-31,,7963000.0,7963000.0,539000.0,,,12666000.0,82156000.0,1429653000.0,3624000.0,5191000.0,-70069000.0,79015000.0,,8403000.0,686211000.0,134547000.0,-873695000.0,0.0,68983000.0,,,-24618000.0,2303348000.0,-74193000.0,,177600000.0,8836000.0,,-51878000.0,0.0,,1188000.0,102239000,-4303000.0,16201000.0,608298000.0,328912000.0,524170000.0,39251000.0,969562000.0,1256437000.0,967175000,62988000,,12274000.0,1493732000.0,2858709000.0,2250411000.0,-1086000.0,12274000.0,289195000.0,9042000,27267000.0,341379000.0,536033000.0,75000000.0,499726000.0,1205098000.0,,7963000.0,-222191000.0,42713000.0,637654000.0,368154000.0,-36133000.0,52835000.0,431142000.0,,,,,,,,,
2006-03-31,107536000.0,8211000.0,8211000.0,541000.0,,,80859000.0,7963000.0,1510193000.0,30367000.0,3999000.0,-94938000.0,-43154000.0,,8525000.0,,129547000.0,-905712000.0,0.0,110340000.0,,0.44,-1566000.0,2415905000.0,248000.0,,481776000.0,38944000.0,121012000.0,-56164000.0,128974000.0,,1584000.0,124204000,-4286000.0,,658579000.0,339340000.0,614749000.0,39030000.0,945530000.0,1310169000.0,1034289000,85174000,,51084000.0,1560279000.0,2985047000.0,2326468000.0,15402000.0,51084000.0,300716000.0,50492000,25608000.0,,570745000.0,28000000.0,547800000.0,1254546000.0,686728000.0,8211000.0,-66938000.0,41281000.0,603533000.0,378370000.0,15387000.0,53556000.0,463544000.0,0.475,,,,,,,,
2006-06-30,107460000.0,124350000.0,124350000.0,587000.0,,,97220000.0,8211000.0,1549177000.0,36349000.0,3646000.0,-71985000.0,84392000.0,,8697000.0,,130843000.0,-921673000.0,10407000.0,78732000.0,,0.52,-69442000.0,2470850000.0,116139000.0,,426568000.0,-93608000.0,119974000.0,-68610000.0,169161000.0,,1054000.0,136134000,-4334000.0,,779040000.0,351969000.0,599375000.0,40369000.0,836026000.0,1371341000.0,1047673000,95765000,,60259000.0,1435401000.0,3145621000.0,2366581000.0,6747000.0,60259000.0,335302000.0,60871000,28047000.0,,559570000.0,25000000.0,546344000.0,1530968000.0,686561000.0,124350000.0,-46985000.0,35440000.0,465284000.0,392338000.0,21644000.0,54043000.0,488103000.0,0.56,,,,,,,,
2006-09-30,113588000.0,14817000.0,14817000.0,559000.0,,,179733000.0,124350000.0,1609890000.0,65704000.0,3137000.0,-66085000.0,-150313000.0,,6140000.0,,130999000.0,-949480000.0,2905000.0,60948000.0,,1.0,-149335000.0,2559370000.0,-109533000.0,,464102000.0,85640000.0,114002000.0,-17230000.0,161280000.0,,1567000.0,111454000,-4470000.0,47291000.0,712892000.0,325960000.0,628519000.0,40961000.0,837022000.0,1431038000.0,1043457000,70493000,,113945000.0,1465541000.0,3149027000.0,2436135000.0,-5137000.0,113945000.0,347813000.0,114029000,20779000.0,,606043000.0,91571000.0,584764000.0,1496445000.0,695246000.0,14817000.0,-20168000.0,24403000.0,464806000.0,366921000.0,130328000.0,64352000.0,437414000.0,1.005,,,,,,,,
2006-12-31,,14939000.0,14939000.0,538000.0,,,54660000.0,14817000.0,1685085000.0,20458000.0,1938000.0,-108132000.0,225181000.0,,10974000.0,,143460000.0,-980124000.0,5519000.0,-80781000.0,,,-130029000.0,2665209000.0,122000.0,,190159000.0,-167183000.0,,-23453000.0,0.0,,1432000.0,115171000,-4355000.0,-181791000.0,728506000.0,332779000.0,502451000.0,43334000.0,1198066000.0,1425379000.0,1065881000,71837000,,34170000.0,1700517000.0,3277042000.0,2548536000.0,-188913000.0,34170000.0,340815000.0,34202000,19113000.0,310354000.0,617931000.0,0.0,595009000.0,1402464000.0,719991000.0,14939000.0,-144278000.0,35888000.0,821363000.0,376113000.0,640000.0,64532000.0,447950000.0,,,,,,,,,
2007-03-31,106986000.0,11215000.0,11215000.0,,,,80685000.0,14939000.0,1775471000.0,31113000.0,2851000.0,-99349000.0,79521000.0,,12722000.0,,146206000.0,-1012665000.0,2340000.0,98976000.0,,0.46,-3288000.0,2788136000.0,-3724000.0,,497560000.0,-13687000.0,107372000.0,1461195000.0,21693000.0,,115000.0,150648000,-4310000.0,,807643000.0,360621000.0,522104000.0,43482000.0,1296516000.0,,1197601000,107166000,,49508000.0,1818620000.0,3467188000.0,2659545000.0,-373000.0,49508000.0,353157000.0,49572000,25835000.0,,686351000.0,-14762000.0,667282000.0,1461195000.0,737868000.0,11215000.0,-182221000.0,32935000.0,910424000.0,404084000.0,433000.0,67638000.0,511250000.0,0.465,,,,,,,,
2007-06-30,106998000.0,12663000.0,12663000.0,,,,85235000.0,11215000.0,1840847000.0,33193000.0,3014000.0,-85238000.0,34503000.0,,13040000.0,,143281000.0,-1042442000.0,5931000.0,60000000.0,,0.485,-53000.0,2883289000.0,1448000.0,,491068000.0,-15604000.0,107456000.0,1514774000.0,57000.0,,1329000.0,153414000,-4311000.0,,801783000.0,357737000.0,494139000.0,45406000.0,1322994000.0,,1178976000,108008000,,52071000.0,1817133000.0,3531680000.0,2729897000.0,-25238000.0,52071000.0,342872000.0,52042000,28178000.0,,667825000.0,0.0,647852000.0,1514774000.0,745769000.0,12663000.0,-93055000.0,29062000.0,951060000.0,403143000.0,-1058000.0,68562000.0,511151000.0,0.485,,,,,,,,
2007-09-30,106962000.0,13574000.0,13574000.0,,,,43758000.0,12663000.0,1894507000.0,14756000.0,3329000.0,-78779000.0,-62151000.0,,12881000.0,,143695000.0,-1077280000.0,3710000.0,163805000.0,,0.27,-11045000.0,2971787000.0,911000.0,,554582000.0,88422000.0,107258000.0,1534839000.0,0.0,,-403000.0,113053000,-4296000.0,,806880000.0,393905000.0,557911000.0,46529000.0,1302766000.0,,1180217000,66505000,,28854000.0,1860677000.0,3598928000.0,2792048000.0,85026000.0,28854000.0,353328000.0,29002000,30172000.0,,673259000.0,0.0,631527000.0,1534839000.0,753846000.0,13574000.0,-100743000.0,48810000.0,900628000.0,440453000.0,-82000.0,70874000.0,506958000.0,0.27,,,,,,,,
2007-12-31,,16354000.0,16354000.0,525000.0,,,65391000.0,13574000.0,1933916000.0,25488000.0,3116000.0,-76447000.0,50596000.0,,12983000.0,,149499000.0,-1112415000.0,4994000.0,25714000.0,,,-59705000.0,3046331000.0,2780000.0,,175222000.0,-60582000.0,,-82652000.0,0.0,,1223000.0,136455000,-4252000.0,,774847000.0,369758000.0,487711000.0,47864000.0,1393563000.0,1599326000.0,1194211000,88591000,,39954000.0,1881274000.0,3608657000.0,2833810000.0,-50733000.0,39954000.0,344755000.0,39903000,35755000.0,309373000.0,687998000.0,14762000.0,627186000.0,1517199000.0,750395000.0,16354000.0,-73530000.0,40022000.0,1008786000.0,417622000.0,493000.0,72399000.0,506213000.0,,,,,,,,,
2008-03-31,102526000.0,8916000.0,8916000.0,525000.0,,,100273000.0,16354000.0,1959265000.0,38610000.0,3774000.0,-81751000.0,-59598000.0,,13479000.0,,140946000.0,-1153137000.0,0.0,131676000.0,,0.6,-89799000.0,3112402000.0,-7438000.0,,520847000.0,4127000.0,102672000.0,,22708000.0,,1093000.0,174401000,-4072000.0,5610000.0,836232000.0,391037000.0,547329000.0,47370000.0,1428651000.0,1486687000.0,1297715000,127031000,,61663000.0,1975980000.0,3686282000.0,2850050000.0,49925000.0,61663000.0,349369000.0,61663000,31710000.0,,732277000.0,0.0,699740000.0,1487212000.0,749839000.0,8916000.0,-79516000.0,37974000.0,1041308000.0,438407000.0,-13279000.0,73382000.0,565438000.0,0.6,,,,,,,,
2008-06-30,101258000.0,6211000.0,6211000.0,,,,88855000.0,8916000.0,1989905000.0,34615000.0,2814000.0,-74311000.0,5372000.0,,13249000.0,,136395000.0,-1194311000.0,2107000.0,66790000.0,,0.535,-17000.0,3184216000.0,-2705000.0,,504444000.0,-16943000.0,101620000.0,1544474000.0,0.0,,58000.0,161540000,-4024000.0,,843988000.0,403797000.0,507258000.0,48009000.0,1441263000.0,,1278692000,113531000,,54240000.0,1948521000.0,3718593000.0,2874605000.0,-7521000.0,54240000.0,353069000.0,54240000,27099000.0,,713355000.0,-556000.0,710065000.0,1544474000.0,748305000.0,6211000.0,-74867000.0,37703000.0,1050491000.0,451806000.0,-11427000.0,72947000.0,565337000.0,0.535,,,,,,,,
2008-09-30,101088000.0,7805000.0,7805000.0,,,,59759000.0,6211000.0,2015290000.0,22536000.0,8260000.0,-83818000.0,-127456000.0,,13419000.0,,145829000.0,-1214445000.0,199000.0,197477000.0,,0.365,-14620000.0,3229735000.0,1594000.0,,553762000.0,111148000.0,101522000.0,1566314000.0,4221000.0,,600000.0,122510000,-4051000.0,,777800000.0,548458000.0,566243000.0,49332000.0,1565779000.0,,1244462000,82494000,825000.0,36987000.0,2132022000.0,3698336000.0,2920536000.0,113659000.0,36997000.0,594976000.0,37223000,25300000.0,,170743000.0,31095000.0,628973000.0,1566314000.0,749839000.0,7805000.0,-68427000.0,35342000.0,935461000.0,991225000.0,-9316000.0,72636000.0,1073719000.0,0.365,,,,,,,,
2008-12-31,,5460000.0,5460000.0,494000.0,-8706000.0,52754000.0,68501000.0,7805000.0,2100292000.0,28026000.0,8708000.0,-114657000.0,4412000.0,31915000.0,13924000.0,,109388000.0,-1255682000.0,-948000.0,67157000.0,,,-44968000.0,3355974000.0,-2345000.0,,192078000.0,-33911000.0,,-31696000.0,185912000.0,,603000.0,133516000,-4003000.0,-33127000.0,789417000.0,549528000.0,561125000.0,51055000.0,1637487000.0,1575052000.0,1237402000,88232000,21000.0,46516000.0,2198612000.0,3742462000.0,2953045000.0,-47500000.0,46477000.0,634387000.0,40475000,26375000.0,5434000.0,170231000.0,-32634000.0,625437000.0,1543850000.0,732937000.0,5460000.0,-73914000.0,12439000.0,990661000.0,978939000.0,-6671000.0,76043000.0,1067171000.0,,,,,,,,,
2009-03-31,98412000.0,9423000.0,9423000.0,,,-51800000.0,124112000.0,5460000.0,2145282000.0,42078000.0,8725000.0,-78219000.0,-69820000.0,-44894000.0,12638000.0,,112193000.0,-1300845000.0,0.0,152002000.0,,0.685,-14725000.0,3446127000.0,3963000.0,,591427000.0,19087000.0,98412000.0,,0.0,,667000.0,187885000,-3962000.0,,832520000.0,17072000.0,644363000.0,51135000.0,1353436000.0,,1312419000,136750000,,67541000.0,1997799000.0,3835317000.0,3002797000.0,73783000.0,67541000.0,403325000.0,67541000,53972000.0,,715264000.0,0.0,652854000.0,1596544000.0,733882000.0,9423000.0,-78219000.0,11267000.0,938844000.0,460405000.0,0.0,77022000.0,597155000.0,0.685,,,,,,,,
2009-06-30,97700000.0,10623000.0,10623000.0,,,-25556000.0,151164000.0,9423000.0,2203519000.0,57187000.0,8730000.0,-105029000.0,-29343000.0,49286000.0,11879000.0,,102079000.0,-1345692000.0,0.0,144578000.0,,0.82,-712000.0,3549211000.0,1200000.0,,561471000.0,33343000.0,98104000.0,,0.0,,683000.0,214128000,-3928000.0,,787073000.0,17587000.0,586299000.0,51084000.0,1322526000.0,,1303640000,163043000,,80893000.0,1908825000.0,3836876000.0,3049803000.0,39549000.0,80893000.0,389572000.0,80893000,52762000.0,,718361000.0,-9006000.0,605870000.0,1677996000.0,733887000.0,10623000.0,-114035000.0,19806000.0,913148000.0,422236000.0,0.0,78885000.0,585279000.0,0.825,,,,,,,,
2009-09-30,97774000.0,13630000.0,13630000.0,,0.0,-66488000.0,91097000.0,10623000.0,2258001000.0,32043000.0,2918000.0,-95577000.0,-89929000.0,16355000.0,10780000.0,,106167000.0,-1386112000.0,-19698000.0,187695000.0,,0.515,-30000.0,3644113000.0,3007000.0,,629033000.0,93065000.0,98504000.0,,0.0,,218000.0,153082000,-3931000.0,,794990000.0,17253000.0,631951000.0,51205000.0,1301156000.0,,1295109000,101877000,0.0,51074000.0,1933107000.0,3901509000.0,3106519000.0,92118000.0,51074000.0,396678000.0,59054000,56945000.0,,729896000.0,9824000.0,596232000.0,1728194000.0,732685000.0,13630000.0,-94759000.0,52208000.0,852270000.0,463336000.0,0.0,80726000.0,565213000.0,0.52,,,,,,,,
2009-12-31,,9180000.0,9180000.0,970000.0,-3493000.0,77345000.0,108349000.0,13630000.0,2315238000.0,39167000.0,2573000.0,-100923000.0,41984000.0,-22149000.0,10513000.0,,111700000.0,-1423580000.0,-10276000.0,49030000.0,,,-47821000.0,3738818000.0,-4450000.0,,194969000.0,-118846000.0,,-21253000.0,0.0,,1722000.0,170141000,-4885000.0,,796197000.0,18035000.0,582817000.0,51279000.0,1392100000.0,1879981000.0,1291211000,118862000,0.0,60865000.0,1974917000.0,3964463000.0,3168266000.0,-51893000.0,60865000.0,375580000.0,69182000,48850000.0,385275000.0,740150000.0,-818000.0,602559000.0,1751071000.0,732685000.0,9180000.0,-95464000.0,60091000.0,956429000.0,432199000.0,0.0,84272000.0,551061000.0,,,,,,,,,
2010-03-31,96539000.0,6865000.0,6865000.0,971000.0,,-68363000.0,128171000.0,9180000.0,2303488000.0,45409000.0,1526000.0,-62576000.0,-78350000.0,-46499000.0,14056000.0,,115025000.0,-1467874000.0,-4623000.0,135717000.0,,0.73,-2157000.0,3771362000.0,-2315000.0,,583028000.0,-2773000.0,97450000.0,-134690000.0,0.0,4065000.0,1627000.0,194059000,-4834000.0,4065000.0,837856000.0,17934000.0,610270000.0,53511000.0,1322487000.0,1955474000.0,1347153000,140548000,,71819000.0,1932757000.0,3999311000.0,3161455000.0,73141000.0,71819000.0,367747000.0,82762000,58443000.0,,762742000.0,2894000.0,648831000.0,1821755000.0,733626000.0,6865000.0,-59682000.0,63125000.0,891615000.0,443863000.0,0.0,83822000.0,584411000.0,0.74,,,,,,,,
2010-06-30,96703000.0,12337000.0,12337000.0,973000.0,,-9611000.0,117472000.0,6865000.0,2307617000.0,41057000.0,2032000.0,-59064000.0,-21223000.0,29976000.0,12277000.0,,118303000.0,-1510592000.0,-7413000.0,83653000.0,,0.67,-1546000.0,3818209000.0,5472000.0,,552794000.0,-50904000.0,98054000.0,-20893000.0,0.0,4262000.0,2206000.0,183774000,-4859000.0,4262000.0,822219000.0,18185000.0,558124000.0,54025000.0,1501503000.0,1907285000.0,1338315000,129749000,,65572000.0,2059627000.0,3989757000.0,3167538000.0,24589000.0,65572000.0,551773000.0,76415000,55235000.0,,743478000.0,2106000.0,618855000.0,1887365000.0,732754000.0,12337000.0,-56958000.0,68386000.0,881344000.0,465088000.0,0.0,84683000.0,594837000.0,0.68,,,,,,,,
2010-09-30,96777000.0,9629000.0,9629000.0,973000.0,0.0,-116626000.0,93206000.0,12337000.0,2317480000.0,27404000.0,401673000.0,-56110000.0,113685000.0,9772000.0,11478000.0,,125150000.0,-1552164000.0,-15938000.0,180229000.0,,0.57,-260000.0,3869644000.0,-2708000.0,,611753000.0,54546000.0,97935000.0,-20545000.0,0.0,4351000.0,1371000.0,160214000,-4862000.0,4351000.0,1078903000.0,18429000.0,1013426000.0,55530000.0,1266151000.0,2086326000.0,1323264000,104684000,,55610000.0,2279577000.0,4267714000.0,3188811000.0,124119000.0,55610000.0,556315000.0,65802000,52091000.0,,752766000.0,-240512000.0,609083000.0,1943572000.0,732340000.0,9629000.0,-296622000.0,94913000.0,614923000.0,465814000.0,0.0,84708000.0,570498000.0,0.57,,,,,,,,
2010-12-31,,29474000.0,29474000.0,971000.0,-1701326000.0,-1197486000.0,89248000.0,9629000.0,3252967000.0,38432000.0,3449000.0,-79495000.0,1698921000.0,29477000.0,41859000.0,,245279000.0,-1601005000.0,-129255000.0,101745000.0,,,-7565000.0,4853972000.0,19845000.0,,252487000.0,-14123000.0,,-20139000.0,271599000.0,4121000.0,-1610000.0,192038000,18691000.0,4121000.0,1331116000.0,75633000.0,826299000.0,60931000.0,4466105000.0,1997940000.0,1559453000,130716000,,37182000.0,5292404000.0,7527936000.0,6196820000.0,22250000.0,37182000.0,380649000.0,50816000,130060000.0,14160000.0,897209000.0,-21460000.0,837820000.0,1978772000.0,2589914000.0,29474000.0,-1780821000.0,173354000.0,3912102000.0,531528000.0,0.0,94330000.0,662244000.0,,,,,,,,,
2011-03-31,97381000.0,52076000.0,52076000.0,,,-136403000.0,203996000.0,29474000.0,3239802000.0,74009000.0,3033000.0,-56558000.0,-96863000.0,-103919000.0,56417000.0,,250152000.0,-1640993000.0,-27165000.0,183177000.0,,1.15,-3170000.0,4880795000.0,22602000.0,,821413000.0,-22290000.0,98868000.0,,3581000.0,3954000.0,1251000.0,331939000,-4876000.0,129987000.0,1401184000.0,23168000.0,837182000.0,71526000.0,4412970000.0,,1910528000,260413000,,114193000.0,5250152000.0,7613074000.0,6211890000.0,126619000.0,114193000.0,376844000.0,129987000,81079000.0,,1053034000.0,-8145000.0,940803000.0,2094393000.0,2596292000.0,52076000.0,-63712000.0,185267000.0,3850859000.0,597081000.0,0.0,95129000.0,857494000.0,1.17,,,,,,,,
2011-06-30,97563000.0,34816000.0,34816000.0,,,-64163000.0,182429000.0,52076000.0,3218343000.0,66395000.0,2541000.0,-59682000.0,-127956000.0,26258000.0,49850000.0,,251643000.0,-1698776000.0,-19570000.0,172599000.0,,1.04,-2993000.0,4917119000.0,-17260000.0,,768997000.0,-21569000.0,99258000.0,,4014000.0,4711000.0,1157000.0,305660000,-4887000.0,4711000.0,1368106000.0,23339000.0,784535000.0,73423000.0,4333373000.0,,1902234000,232237000,,103649000.0,5117908000.0,7565753000.0,6197647000.0,112917000.0,103649000.0,402737000.0,116034000,91223000.0,,1057672000.0,-3271000.0,913742000.0,2186107000.0,2607283000.0,34816000.0,-61903000.0,179708000.0,3750928000.0,612325000.0,0.0,95550000.0,844562000.0,1.06,,,,,,,,
2011-09-30,97397000.0,39147000.0,39147000.0,,,-66973000.0,147076000.0,34816000.0,3250631000.0,52234000.0,2511000.0,-79164000.0,-119815000.0,-26039000.0,48452000.0,,261171000.0,-1757976000.0,-10786000.0,206726000.0,,0.86,-38369000.0,5008607000.0,4331000.0,,796041000.0,31692000.0,98598000.0,,2870000.0,4769000.0,1188000.0,270787000,-4875000.0,4769000.0,1371949000.0,23076000.0,832894000.0,75259000.0,4290886000.0,,1848662000,195528000,,85054000.0,5123780000.0,7605931000.0,6233982000.0,127562000.0,85054000.0,428436000.0,94842000,95862000.0,,1048635000.0,-16458000.0,945193000.0,2221382000.0,2605951000.0,39147000.0,-82580000.0,177220000.0,3685230000.0,604499000.0,0.0,95777000.0,800027000.0,0.87,,,,,,,,
2011-12-31,,41229000.0,41229000.0,966000.0,-20867000.0,-113978000.0,162835000.0,39147000.0,3287980000.0,54828000.0,2479000.0,-128527000.0,-76057000.0,-31138000.0,46115000.0,,272978000.0,-1818180000.0,-4584000.0,155749000.0,,,-15950000.0,5106160000.0,2082000.0,,228043000.0,-32086000.0,,-51175000.0,316847000.0,4791000.0,1183000.0,284603000,-4828000.0,4791000.0,1364905000.0,22182000.0,836933000.0,75653000.0,4262928000.0,2346561000.0,1838774000,208950000,,95271000.0,5099861000.0,7665245000.0,6300340000.0,27222000.0,95271000.0,401908000.0,108007000,99859000.0,10622000.0,1057437000.0,95466000.0,969802000.0,2296352000.0,2627602000.0,41229000.0,-77610000.0,209592000.0,3651428000.0,572387000.0,0.0,96775000.0,781337000.0,,,,,,,,,
2012-03-31,96593000.0,41999000.0,41999000.0,,,-70942000.0,222318000.0,41229000.0,3304236000.0,79748000.0,2512000.0,-92563000.0,-79350000.0,-146670000.0,34304000.0,,280265000.0,-1881538000.0,-2575000.0,133723000.0,75305000.0,1.31,-2017000.0,5185774000.0,770000.0,,814173000.0,-69874000.0,97791000.0,,0.0,5486000.0,1016000.0,342848000,-4832000.0,-18279000.0,1463145000.0,23862000.0,891990000.0,73820000.0,4412488000.0,,1825289000,269028000,,128439000.0,5304478000.0,7783281000.0,6320136000.0,41160000.0,128607000.0,403071000.0,142570000,91622000.0,,1099038000.0,38960000.0,1116634000.0,2427312000.0,2629765000.0,41999000.0,-53603000.0,198645000.0,3581844000.0,457223000.0,-5158000.0,96974000.0,726251000.0,1.33,,,,,,,,
2012-06-30,96691000.0,32941000.0,32941000.0,,,-124744000.0,184444000.0,41999000.0,3296915000.0,67000000.0,2497000.0,-101264000.0,-139926000.0,82733000.0,33334000.0,,288555000.0,-1875492000.0,-10990000.0,239139000.0,12893000.0,1.1,-910000.0,5172407000.0,-9058000.0,,852256000.0,70837000.0,97729000.0,,15966000.0,5510000.0,1559000.0,305215000,-4841000.0,-29535000.0,1456446000.0,24003000.0,883612000.0,74883000.0,4285377000.0,,1729803000,230332000,,107435000.0,5168989000.0,7758648000.0,6302202000.0,137875000.0,107561000.0,393928000.0,117444000,99534000.0,,1054978000.0,-7007000.0,1019929000.0,2536884000.0,2610637000.0,32941000.0,-108271000.0,206403000.0,3458509000.0,444493000.0,-5285000.0,96882000.0,674825000.0,1.11,,,,,,,,
2012-09-30,96817000.0,25652000.0,25652000.0,,-13616000.0,-932143000.0,123505000.0,32941000.0,3316076000.0,42132000.0,2499000.0,-113456000.0,-44864000.0,-22884000.0,32743000.0,,294734000.0,-1924833000.0,-8379000.0,162144000.0,6774000.0,0.73,-6749000.0,5240909000.0,-7289000.0,,810963000.0,-20515000.0,97611000.0,,18112000.0,5193000.0,1253000.0,266269000,-4846000.0,-11070000.0,1488424000.0,23481000.0,838348000.0,78938000.0,4279245000.0,,1680353000,187331000,,71732000.0,5117593000.0,7781066000.0,6292642000.0,48688000.0,71817000.0,408535000.0,81373000,93022000.0,,1029822000.0,-11113000.0,1042535000.0,2608782000.0,2594740000.0,25652000.0,-124569000.0,195692000.0,3440962000.0,463200000.0,-18619000.0,97013000.0,650531000.0,0.74,,,,,,,,
