date,quarterlyNonCurrentDeferredTaxesLiabilities,annualCapitalStock,trailingOperatingCashFlow,annualCashFlowFromContinuingFinancingActivities,trailingOtherIncomeExpense,annualDilutedEPS,annualStockBasedCompensation,quarterlyRepaymentOfDebt,annualGrossProfit,quarterlyNetPPE,annualCurrentLiabilities,quarterlyPretaxIncome,annualOtherIncomeExpense,trailingCashFlowFromContinuingFinancingActivities,quarterlyTaxProvision,annualOtherIntangibleAssets,annualBasicAverageShares,quarterlyCapitalStock,annualNetPPE,quarterlyCurrentDebt,quarterlyCommonStockIssuance,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,annualOperatingCashFlow,annualTotalNonCurrentAssets,annualEbitda,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyInterestExpense,trailingDepreciationAndAmortization,quarterlyNetOtherFinancingCharges,quarterlyDilutedAverageShares,annualOtherNonCurrentLiabilities,trailingOtherNonCashItems,annualPurchaseOfBusiness,annualNonCurrentDeferredTaxesLiabilities,annualIncomeTaxPayable,trailingPurchaseOfBusiness,annualBasicEPS,quarterlyOtherIntangibleAssets,quarterlyPurchaseOfBusiness,annualChangeInInventory,annualCashCashEquivalentsAndMarketableSecurities,quarterlyOperatingCashFlow,quarterlyOtherNonCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyCapitalExpenditure,annualChangesInAccountReceivables,quarterlyOtherCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,trailingChangesInAccountReceivables,trailingCashDividendsPaid,trailingInterestExpense,quarterlyIncomeTaxPayable,annualNonCurrentDeferredRevenue,annualGoodwill,annualPretaxIncome,quarterlyTotalAssets,trailingBeginningCashPosition,annualInterestExpense,trailingNetIncome,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyRepurchaseOfCapitalStock,quarterlyChangesInAccountReceivables,annualAccumulatedDepreciation,annualDeferredIncomeTax,trailingOperatingExpense,trailingInvestingCashFlow,trailingCapitalExpenditure,trailingChangeInCashSupplementalAsReported,annualGrossPPE,annualRepaymentOfDebt,quarterlyBeginningCashPosition,trailingRepaymentOfDebt,trailingChangeInWorkingCapital,quarterlyAccountsPayable,quarterlyBasicEPS,annualChangeInCashSupplementalAsReported,annualDilutedAverageShares,trailingStockBasedCompensation,trailingNetOtherFinancingCharges,annualOtherCurrentLiabilities,annualInvestingCashFlow,trailingDeferredIncomeTax,annualTotalRevenue,trailingGrossProfit,annualCapitalExpenditure,trailingCostOfRevenue,quarterlySellingGeneralAndAdministration,annualCurrentDeferredRevenue,trailingTotalRevenue,annualOtherCurrentAssets,annualCostOfRevenue,annualTaxProvision,quarterlyInvestingCashFlow,quarterlyCashDividendsPaid,annualCurrentDebt,trailingOperatingIncome,quarterlyBasicAverageShares,quarterlyNetIncomeCommonStockholders,quarterlyEndCashPosition,annualEndCashPosition,quarterlyEbitda,annualNetOtherFinancingCharges,quarterlyRetainedEarnings,trailingTaxProvision,trailingEndCashPosition,annualOperatingIncome,quarterlyDepreciationAndAmortization,annualAccountsPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,quarterlyStockBasedCompensation,quarterlyOtherNonCashItems,annualChangeInWorkingCapital,trailingNetIncomeContinuousOperations,quarterlyOperatingIncome,quarterlyFreeCashFlow,annualRepurchaseOfCapitalStock,quarterlyDeferredIncomeTax,annualTotalLiabilitiesNetMinorityInterest,quarterlyTotalRevenue,quarterlyNonCurrentDeferredRevenue,quarterlyChangeInWorkingCapital,annualFreeCashFlow,quarterlyTotalNonCurrentAssets,quarterlyCurrentAssets,annualOperatingExpense,quarterlyGrossPPE,quarterlyCurrentLiabilities,trailingSellingGeneralAndAdministration,annualGainsLossesNotAffectingRetainedEarnings,trailingFreeCashFlow,annualCashAndCashEquivalents,annualNetOtherInvestingChanges,quarterlyTotalLiabilitiesNetMinorityInterest,annualNetIncomeContinuousOperations,annualCurrentAssets,quarterlyOtherNonCurrentLiabilities,annualLongTermDebt,quarterlyLongTermDebt,annualCashDividendsPaid,quarterlyChangeInInventory,annualAccountsReceivable,annualBeginningCashPosition,annualNetIncome,quarterlyOtherCurrentAssets,trailingPretaxIncome,annualTotalAssets,annualOtherNonCurrentAssets,quarterlyAccountsReceivable,annualSellingGeneralAndAdministration,quarterlyDilutedEPS,annualNetIncomeCommonStockholders,trailingNetOtherInvestingChanges,annualStockholdersEquity,quarterlyStockholdersEquity,annualOtherNonCashItems,quarterlyInvestmentsAndAdvances,quarterlyChangeInAccountPayable,annualDepreciationAndAmortization,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,trailingRepurchaseOfCapitalStock,annualCommonStockIssuance,quarterlyNetOtherInvestingChanges,annualCurrentAccruedExpenses,quarterlyNetIncome,annualRetainedEarnings,quarterlyGrossProfit,quarterlyOperatingExpense,quarterlyNetIncomeContinuousOperations,quarterlyOtherIncomeExpense,quarterlyGoodwill,quarterlyCurrentDeferredRevenue,trailingChangeInAccountPayable,trailingNetIncomeCommonStockholders,annualResearchAndDevelopment,trailingBasicAverageShares,quarterlySaleOfInvestment,annualInvestmentsAndAdvances,annualSaleOfInvestment,quarterlyInventory,quarterlyOtherShortTermInvestments,annualInventory,trailingChangeInInventory,trailingDilutedEPS,quarterlyPurchaseOfInvestment,trailingBasicEPS,trailingResearchAndDevelopment,annualPurchaseOfInvestment,trailingCommonStockIssuance,annualOtherShortTermInvestments,trailingSaleOfInvestment,trailingPurchaseOfInvestment,quarterlyResearchAndDevelopment,trailingDilutedAverageShares
2004-09-30,29753000.0,,,,,,,,,95121000.0,,-5361000.0,,,924000.0,,,284000.0,,2355000.0,,14617000.0,14617000.0,,,,-10252000.0,13132000.0,,-42640000.0,28363000.0,,,,,,,,530026000.0,,,,17726000.0,12131000.0,-86982000.0,-3298000.0,,31817000.0,4219000.0,,,,,,,,721959000.0,,,,,,,,,,,,,,,10398000.0,,,6577000.0,-0.2,,,,,,,,,,,,17898000.0,,,,,,-3255000.0,,,,28363000.0,-5702000.0,14617000.0,,25301000.0,,-410713000.0,,,,,,,,,,,,8760000.0,14428000.0,,,,59884000.0,,23428000.0,,637278000.0,84681000.0,,182103000.0,55716000.0,,,,,,712518000.0,,,22932000.0,,604117000.0,,,,,,20167000.0,,,,46672000.0,,-0.2,,,,-18036000.0,,,,,656802000.0,11902000.0,16685000.0,,,-1750000.0,,-5702000.0,,43199000.0,34439000.0,-5702000.0,-1018000.0,,3065000.0,,,,,,,,,,,,,,,,,,,,,,
2004-12-31,29369000.0,284000.0,,20351000.0,,-0.72,,,179696000.0,101068000.0,51519000.0,1746000.0,-4229000.0,,1548000.0,526049000.0,28363000.0,284000.0,101068000.0,19911000.0,,18505000.0,18505000.0,31911000.0,648197000.0,109446000.0,20780000.0,13260000.0,,-132000.0,,15121000.0,,,29369000.0,,,-0.72,526049000.0,,,18505000.0,12842000.0,21080000.0,-92135000.0,-3182000.0,,8955000.0,3888000.0,,,,,,,-18221000.0,734965000.0,,52265000.0,,,,,-92135000.0,3651000.0,,,,,193203000.0,,14617000.0,,,8092000.0,,7657000.0,28363000.0,,,8955000.0,-44605000.0,,245740000.0,,-10552000.0,,20777000.0,2000000.0,,17292000.0,66044000.0,4385000.0,-29734000.0,,19911000.0,,,741000.0,18505000.0,18505000.0,31736000.0,-1112000.0,-409972000.0,,,38160000.0,,8092000.0,679191000.0,,,,-6427000.0,,14592000.0,9660000.0,,,730710000.0,70463000.0,,-46737000.0,21359000.0,648197000.0,86768000.0,141536000.0,193203000.0,51519000.0,,,,18505000.0,800000.0,730710000.0,-20500000.0,86768000.0,15121000.0,634701000.0,634701000.0,,,48391000.0,10848000.0,-20500000.0,17292000.0,,734965000.0,21080000.0,48391000.0,72319000.0,,-20500000.0,,-17295000.0,-17295000.0,,,,71286000.0,679191000.0,12561000.0,17950000.0,,,1750000.0,12561000.0,741000.0,-409972000.0,52513000.0,37921000.0,741000.0,363000.0,,2000000.0,,,,,,,,,,,,,,,,,,,,,,
2005-03-31,30622000.0,,,,,,,,,100667000.0,,-11264000.0,,,1544000.0,,,284000.0,,15088000.0,,13859000.0,13859000.0,,,,-587000.0,13075000.0,,1000000.0,28363000.0,,,,,,,,518357000.0,,,,11274000.0,11266000.0,-92135000.0,-2874000.0,,11898000.0,-4646000.0,,,,,,,,700201000.0,,,,,,,,,,,,,,,18505000.0,,,8628000.0,-0.45,,,,,,,,,,,,17194000.0,,,,,,-15333000.0,,,,28363000.0,-12808000.0,13859000.0,,19163000.0,,-422780000.0,,,,,,,,,,,,1820000.0,8400000.0,,,,52663000.0,,,,630290000.0,69911000.0,,192802000.0,49485000.0,,,,,,730304000.0,,,15514000.0,,634683000.0,,,,,,12080000.0,,,,42027000.0,,-0.45,,,,-30103000.0,,,,,680819000.0,11242000.0,16306000.0,,,22000.0,,-12808000.0,,36357000.0,34537000.0,-12808000.0,-48000.0,,2629000.0,,,,,,,,,,,,,,,,,,,,,,
2005-06-30,31875000.0,,,,,,,,,99497000.0,,-19548000.0,,,1380000.0,,,284000.0,,2663000.0,,10260000.0,10260000.0,,,,15582000.0,10893000.0,,-4436000.0,28363000.0,,,,,,,,510605000.0,,,,-15022000.0,8554000.0,-92135000.0,-4231000.0,,15132000.0,-3599000.0,,,,,,,,683637000.0,,,,,,,,,,,,,,,13859000.0,,,7313000.0,-0.74,,,,,,,,,,,,17320000.0,,,,,,-4159000.0,,,,28363000.0,-20928000.0,10260000.0,,23272000.0,,-443708000.0,,,,,,,,,,,,7016000.0,-19253000.0,,,,57900000.0,,,,618656000.0,64981000.0,,191632000.0,37989000.0,,,,,,734668000.0,,,19168000.0,,645636000.0,,,,,,8130000.0,,,,45428000.0,,-0.74,,,,-51031000.0,,,,,696679000.0,9620000.0,16661000.0,,,-22000.0,,-20928000.0,,41239000.0,34223000.0,-20928000.0,-16362000.0,,3261000.0,,,,,,,,,,,,,,,,,,,,,,
2005-09-30,,,,,,,,,,99021000.0,,-8011000.0,,,876000.0,,,284000.0,,20808000.0,,5782000.0,5782000.0,,,,-6637000.0,11364000.0,,-137000.0,28363000.0,,,,,,,,505417000.0,,,,5653000.0,8408000.0,-92135000.0,-3539000.0,,3233000.0,-4478000.0,,,,,,,,682265000.0,,,,,,,,,,,,,,,10260000.0,,,7266000.0,-0.31,,,,,,,,,,,,18129000.0,,,,,,-3494000.0,,,,28363000.0,-8887000.0,5782000.0,,19175000.0,,-452595000.0,,,,16279000.0,,,,,,,,2868000.0,2114000.0,,1254000.0,,53965000.0,,-777000.0,,612846000.0,69419000.0,,191156000.0,47336000.0,,,,,,742183000.0,,,47921000.0,,646926000.0,,,,,,17287000.0,,,,43940000.0,,-0.31,,,,-59918000.0,,,,,694847000.0,12042000.0,16663000.0,,,0.0,,-8887000.0,,37302000.0,34434000.0,-8887000.0,426000.0,,3987000.0,,,,,,,,,,,,,,,,,,,,,,
2005-12-31,34256000.0,284000.0,,6990000.0,,-1.72,,,157936000.0,98156000.0,49467000.0,-4949000.0,-16183000.0,,1158000.0,497935000.0,28363000.0,284000.0,98156000.0,16654000.0,,13487000.0,13487000.0,14350000.0,604818000.0,84111000.0,-1368000.0,11928000.0,,-497000.0,,14724000.0,,,34256000.0,,,-1.72,497935000.0,,,13487000.0,12445000.0,8727000.0,-105234000.0,-3372000.0,,6805000.0,7705000.0,,,,,,,-43772000.0,680081000.0,,47260000.0,,,,,-105234000.0,4887000.0,,,,,203390000.0,,5782000.0,,,9176000.0,,-5018000.0,28363000.0,,,6805000.0,-26358000.0,,226053000.0,,-14016000.0,,20334000.0,4369000.0,,13090000.0,68117000.0,4958000.0,-3372000.0,,16654000.0,,,-6107000.0,13487000.0,13487000.0,22666000.0,-4070000.0,-458702000.0,,,18610000.0,15760000.0,9176000.0,696639000.0,,,,959000.0,,6906000.0,9073000.0,,1127000.0,746106000.0,61525000.0,,3022000.0,334000.0,604818000.0,75263000.0,139326000.0,203390000.0,49467000.0,,,,13487000.0,0.0,746106000.0,-48730000.0,75263000.0,14724000.0,647659000.0,647659000.0,,,46706000.0,18505000.0,-48730000.0,13090000.0,,680081000.0,8727000.0,46706000.0,72977000.0,,-48730000.0,,-66025000.0,-66025000.0,,,,65402000.0,696639000.0,12463000.0,18487000.0,,,0.0,12463000.0,-6107000.0,-458702000.0,43038000.0,36132000.0,-6107000.0,-199000.0,,4369000.0,,,,,,,,,,,,,,,,,,,,,,
2006-03-31,35507000.0,,,,,,,,,96537000.0,,-6036000.0,,,1251000.0,,,284000.0,,3485000.0,,11825000.0,11825000.0,,,,-4871000.0,12242000.0,,0.0,28363000.0,,,,,,,,346338000.0,,,,6050000.0,8726000.0,-105234000.0,-2982000.0,,12195000.0,-1662000.0,,,,,,,,666299000.0,,,,,,,,,,,,,,,13487000.0,,,9134000.0,-0.26,,,,,,,,,,,,20378000.0,,,,,,-2841000.0,,,,28363000.0,-7287000.0,11825000.0,,22020000.0,,-465989000.0,,,,15931000.0,,,,,,,,6089000.0,3068000.0,,1251000.0,,59826000.0,,-2089000.0,,597859000.0,68440000.0,,201771000.0,42098000.0,,,,,,739173000.0,,,20554000.0,,641014000.0,,250000.0,,,,8914000.0,,,,45971000.0,,-0.26,,,,-72874000.0,,,,,697075000.0,12182000.0,17388000.0,,,0.0,,-7287000.0,,42438000.0,36349000.0,-7287000.0,-64000.0,146258000.0,5102000.0,,,,,,,,,,,,,,,,,,,,,,
2006-06-30,36243000.0,,,,,,,,,97892000.0,,-1654000.0,,,714000.0,,,284000.0,,3485000.0,,12697000.0,12697000.0,,,,-4878000.0,12899000.0,,-6000.0,28372000.0,,,,,,,,343434000.0,,,,11337000.0,8347000.0,-105234000.0,-5949000.0,,6754000.0,872000.0,,,,,,,,667197000.0,,,,,,,,,,,,,,,11825000.0,,,16191000.0,-0.08,,,,,,,,,,,,20748000.0,,,,,,-5587000.0,,,,28372000.0,-2368000.0,12697000.0,,26931000.0,,-468357000.0,,,,15852000.0,,,,,,,,11079000.0,5388000.0,,679000.0,,64561000.0,,-1427000.0,,595931000.0,71266000.0,,203126000.0,42908000.0,,,,,,741993000.0,,,23674000.0,,639168000.0,,,,,,5737000.0,,,,50286000.0,,-0.08,,,,-74796000.0,,,,,699085000.0,11315000.0,17705000.0,,,0.0,,-2368000.0,,46856000.0,35777000.0,-2368000.0,-16000.0,146258000.0,5163000.0,,,,,,,,,,,,,,,,,,,,,,
2006-09-30,37476000.0,,,,,,,,,100881000.0,,-3208000.0,,,733000.0,,,284000.0,,3485000.0,,13097000.0,13097000.0,,,,-4871000.0,13189000.0,,0.0,28379000.0,,,,,,,,340782000.0,,,,13021000.0,8005000.0,-105234000.0,-7810000.0,,22472000.0,400000.0,,,,,,,,679202000.0,,,,,,,,,,,,,,,12697000.0,,,9463000.0,-0.14,,,,,,,,,,,,20380000.0,,,,,,-7750000.0,,,,28379000.0,-3941000.0,13097000.0,,25610000.0,,-472298000.0,,,,15801000.0,,,,,366000.0,,,9809000.0,5211000.0,,1233000.0,,63588000.0,,821000.0,,595926000.0,83276000.0,,206115000.0,56109000.0,,,,,,757470000.0,,,26561000.0,,637324000.0,,,,,,18306000.0,,,,48897000.0,,-0.14,,,,-78268000.0,,,,,701361000.0,13132000.0,17738000.0,,,0.0,,-3941000.0,,45850000.0,36041000.0,-3941000.0,-423000.0,146258000.0,7557000.0,,,,,,,,,,,,,,,,,,,,,,
2006-12-31,38697000.0,284000.0,,22502000.0,,-0.32,,,193704000.0,110903000.0,55098000.0,5725000.0,-639000.0,,1121000.0,379923000.0,28376000.0,284000.0,110903000.0,3485000.0,,11179000.0,11179000.0,54462000.0,647586000.0,109691000.0,37122000.0,13453000.0,,37993000.0,,26554000.0,,,38697000.0,,,-0.32,379923000.0,,,11179000.0,24054000.0,7364000.0,-117754000.0,-63134000.0,,21756000.0,-1918000.0,,,,,,149396000.0,-5173000.0,724709000.0,,51783000.0,,,,,-117754000.0,4284000.0,,,,,228657000.0,,13097000.0,,,10040000.0,,-2308000.0,28376000.0,,,21756000.0,-79272000.0,,265169000.0,,-79875000.0,,23787000.0,5586000.0,,14740000.0,71465000.0,3819000.0,-63094000.0,,3485000.0,,,4604000.0,11179000.0,11179000.0,35130000.0,37987000.0,-467694000.0,,,45850000.0,16257000.0,10040000.0,742901000.0,,,696000.0,720000.0,,18873000.0,-39080000.0,,1121000.0,797999000.0,77194000.0,,3415000.0,-25413000.0,647586000.0,77123000.0,147854000.0,228657000.0,55098000.0,,,,11179000.0,0.0,797999000.0,-8992000.0,77123000.0,26554000.0,677650000.0,677650000.0,,,48539000.0,13487000.0,-8992000.0,14740000.0,,724709000.0,7364000.0,48539000.0,85293000.0,,-8992000.0,,-73290000.0,-73290000.0,2254000.0,,,63841000.0,742901000.0,14231000.0,18634000.0,,,0.0,14231000.0,4604000.0,-467694000.0,58560000.0,39687000.0,4604000.0,-136000.0,149396000.0,5586000.0,,,,,,,,,,,,,,,,,,,,,,
2007-03-31,40116000.0,,,,,,,,,111777000.0,,-7501000.0,,,1532000.0,,,284000.0,,3485000.0,9000.0,7868000.0,7868000.0,,,,-863000.0,13720000.0,,0.0,28393000.0,,,,,,,,371673000.0,,,,3406000.0,7061000.0,-117754000.0,-5858000.0,,13934000.0,-3311000.0,,,,,,,,708851000.0,,,,,,,,,,,,,,,11179000.0,,,10013000.0,-0.32,,,,,,,,,,,,20298000.0,,,,,,-5854000.0,,,,28393000.0,-9033000.0,7868000.0,,23448000.0,,-475227000.0,,,,17175000.0,,,,,463000.0,,,6103000.0,-2452000.0,,1423000.0,,62054000.0,,-4520000.0,,639919000.0,68932000.0,,229531000.0,45890000.0,,,,,,789183000.0,,,23200000.0,,679977000.0,,,,,,10509000.0,,,,48496000.0,,-0.32,,,,-80332000.0,,,,,743293000.0,12541000.0,18156000.0,,,0.0,,-9033000.0,,43898000.0,37795000.0,-9033000.0,-152000.0,149408000.0,5917000.0,,,,,,,,,,,,,,,,,,,,,,
2007-06-30,41560000.0,,,,,,,,,112386000.0,,-205000.0,,,1086000.0,,,284000.0,,50391000.0,47000.0,8827000.0,8827000.0,,,,-4824000.0,13771000.0,,0.0,28402000.0,,,,,,,,364126000.0,,,,10102000.0,7159000.0,-117754000.0,-4246000.0,,13485000.0,959000.0,,,,,,,,703646000.0,,,,,,,,,,,,,,,7868000.0,,,9073000.0,-0.05,,,,,,,,,,,,21787000.0,,,,,,-4319000.0,,,,28402000.0,-1291000.0,8827000.0,,30518000.0,,-476518000.0,,,,17097000.0,,,,,679000.0,,,13421000.0,5856000.0,,915000.0,,68729000.0,,-4014000.0,,633745000.0,69901000.0,,230140000.0,89540000.0,,,,,,784750000.0,,,22072000.0,,631578000.0,,,,,,6607000.0,,,,53344000.0,,-0.05,,,,-81104000.0,,,,,695210000.0,10766000.0,18551000.0,,,-387000.0,,-1291000.0,,50178000.0,36757000.0,-1291000.0,1277000.0,149408000.0,5825000.0,,,,,,,,,,,,,,,,,,,,,,
2007-09-30,43052000.0,,,,,,,,,111464000.0,,-5337000.0,,,1507000.0,,,284000.0,,50391000.0,0.0,5909000.0,5909000.0,,,,-5871000.0,13787000.0,,0.0,28402000.0,,,,,,,,357917000.0,,,,6480000.0,6808000.0,-117754000.0,-3532000.0,,21709000.0,-2918000.0,,,,,,,,708303000.0,,,,,,,,,,,,,,,8827000.0,,,7540000.0,-0.24,,,,,,,,,,,,21569000.0,,,,,,-3527000.0,,,,28402000.0,-6844000.0,5909000.0,,25967000.0,,-483362000.0,,,,17642000.0,,,,,747000.0,,,8325000.0,2948000.0,,1496000.0,,64463000.0,,-3961000.0,,628277000.0,80026000.0,,229218000.0,98924000.0,,,,,,795779000.0,,,24716000.0,,629087000.0,,,,,,18279000.0,,,,53362000.0,,-0.24,,,,-87476000.0,,,,,696855000.0,12719000.0,18202000.0,,,0.0,,-6844000.0,,46261000.0,37936000.0,-6844000.0,547000.0,151426000.0,6565000.0,,,,,,,,,,,,,,,,,,,,,,
2007-12-31,44555000.0,284000.0,,-13332000.0,,-0.7,,,192673000.0,111612000.0,99777000.0,-923000.0,1979000.0,,1682000.0,350080000.0,28401000.0,284000.0,111612000.0,50391000.0,97000.0,16226000.0,16226000.0,36987000.0,620397000.0,110065000.0,-1774000.0,13762000.0,,0.0,,22975000.0,,,44555000.0,,,-0.7,350080000.0,,-167000.0,16226000.0,16999000.0,6399000.0,-131797000.0,-4905000.0,,20920000.0,10317000.0,,,,,,151686000.0,-13966000.0,708702000.0,,55040000.0,,,,,-131797000.0,5380000.0,,,,,243409000.0,,5909000.0,,,8334000.0,,5047000.0,28401000.0,,,20920000.0,-18608000.0,,266801000.0,,-18541000.0,,23119000.0,6569000.0,,13885000.0,74128000.0,5807000.0,-4908000.0,,50391000.0,,,-2605000.0,16226000.0,16226000.0,30302000.0,0.0,-485967000.0,,,40542000.0,17609000.0,8334000.0,698315000.0,,,-7569000.0,-10484000.0,,12693000.0,12094000.0,,1546000.0,798092000.0,71555000.0,,2011000.0,18446000.0,620397000.0,88305000.0,152131000.0,243409000.0,99777000.0,,,,16226000.0,0.0,798092000.0,-19773000.0,88305000.0,22975000.0,630785000.0,630785000.0,,,55346000.0,11179000.0,-19773000.0,13885000.0,,708702000.0,6399000.0,55346000.0,86773000.0,,-19773000.0,,-89390000.0,-89390000.0,-5680000.0,,,69523000.0,698315000.0,13563000.0,19219000.0,,153000.0,0.0,13563000.0,-2605000.0,-485967000.0,52336000.0,39643000.0,-2605000.0,307000.0,151686000.0,6569000.0,,,,,,,,,,,,,,,,,,,,,,
2008-03-31,46071000.0,,,,,,,,,120095000.0,,-13649000.0,,,1679000.0,,,284000.0,,50391000.0,11000.0,58474000.0,58474000.0,,,,44140000.0,13989000.0,,0.0,28418000.0,,,,,,,,347257000.0,,,,10277000.0,5747000.0,-131797000.0,-12169000.0,,15056000.0,42248000.0,,,,,,,,748265000.0,,,,,,,,,,,,,,,16226000.0,,,10776000.0,-0.54,,,,,,,,,,,,20885000.0,,,,,,-12169000.0,,,,28418000.0,-15328000.0,58474000.0,,17726000.0,,-501295000.0,,,,17787000.0,,,,,7971000.0,,,-61000.0,-1892000.0,,1520000.0,,63712000.0,,1283000.0,,625987000.0,122278000.0,,251892000.0,94415000.0,,,,,,852325000.0,,,33354000.0,,678485000.0,,,,,,10036000.0,,,,51242000.0,,-0.54,,,,-104060000.0,,,,,757910000.0,10907000.0,19496000.0,,,0.0,,-15328000.0,,44216000.0,44277000.0,-15328000.0,-6352000.0,152272000.0,7285000.0,,,,,,,,,,,,,,,,,,,,,,
2008-06-30,47576000.0,,,,,,,,,121356000.0,,5511000.0,,,1634000.0,,,284000.0,,3485000.0,27000.0,15631000.0,15631000.0,,,,-57751000.0,10806000.0,,0.0,28422000.0,,,,,,,,340442000.0,,,,18564000.0,5525000.0,-131797000.0,4267000.0,,18140000.0,-42843000.0,,,,,,,,699609000.0,,,,,,,,,,,,,,,58474000.0,,,13421000.0,0.14,,,,,,,,,,,,21839000.0,,,,,,-3656000.0,,,,28422000.0,3877000.0,15631000.0,,32443000.0,,-497418000.0,,,,13681000.0,,,,,-3752000.0,,,16166000.0,22831000.0,,1523000.0,,70618000.0,,4041000.0,,620208000.0,79401000.0,,253153000.0,51723000.0,,,,,,799121000.0,,,32142000.0,,667680000.0,,,,,,6060000.0,,,,56075000.0,,0.14,,,,-99512000.0,,,,,747398000.0,10122000.0,19283000.0,,,-7923000.0,,3877000.0,,51335000.0,35169000.0,3877000.0,2947000.0,152272000.0,6555000.0,,,,,,,,,,,,,,,,,,,,,,
2008-09-30,44439000.0,,,,,,,,,128439000.0,,-48331000.0,,,-3003000.0,,,284000.0,,3485000.0,0.0,11648000.0,11648000.0,,,,-6145000.0,11606000.0,,0.0,28425000.0,,,,,,,,316542000.0,,,,11885000.0,5496000.0,-131798000.0,-10217000.0,,27367000.0,-3983000.0,,,,,,,,665218000.0,,,,,,,,,,,,,,,15631000.0,,,11968000.0,-1.59,,,,,,,,,,,,22915000.0,,,,,,-9723000.0,,,,28425000.0,-45328000.0,11648000.0,,-19973000.0,,-542746000.0,,,,14239000.0,,,,,53723000.0,,,-36799000.0,1668000.0,,-3148000.0,,70275000.0,,-1581000.0,,577732000.0,87486000.0,,260237000.0,64507000.0,,,,,,809521000.0,,,37818000.0,,662757000.0,,,,,,18090000.0,,,,55740000.0,,-1.59,,,,-144303000.0,,,,,745014000.0,13403000.0,19410000.0,,,494000.0,,-45328000.0,,50865000.0,87664000.0,-45328000.0,-47923000.0,126646000.0,8284000.0,,,,,,,,,,,,,,,,,,,,,,
2008-12-31,38664000.0,284000.0,,-22548000.0,,-2.75,2255000.0,,206632000.0,135878000.0,57483000.0,-26906000.0,-86665000.0,,-5626000.0,284197000.0,28423000.0,284000.0,135878000.0,3485000.0,,15834000.0,15834000.0,60648000.0,541713000.0,35033000.0,-2792000.0,12431000.0,,-304000.0,,24228000.0,,-400000.0,38664000.0,,,-2.75,284197000.0,,,15834000.0,19922000.0,5400000.0,-145705000.0,-20597000.0,2278000.0,1066000.0,4186000.0,,,,,1802000.0,115632000.0,-83375000.0,626587000.0,,48832000.0,,,,,-145705000.0,-5877000.0,,,,,281583000.0,-110282000.0,11648000.0,,,9433000.0,,-392000.0,28423000.0,,,1066000.0,-38492000.0,,284919000.0,,-38716000.0,,24829000.0,7167000.0,,14273000.0,78287000.0,-5316000.0,-12944000.0,,3485000.0,,,-21280000.0,15834000.0,15834000.0,5584000.0,-304000.0,-564026000.0,,,51407000.0,12164000.0,9433000.0,734260000.0,,,-50253000.0,3552000.0,,72101000.0,-675000.0,,-5772000.0,791743000.0,80314000.0,1802000.0,-191000.0,21932000.0,541713000.0,84874000.0,155225000.0,281583000.0,57483000.0,,,,15834000.0,624000.0,791743000.0,-78059000.0,84874000.0,24228000.0,658632000.0,658632000.0,,,53190000.0,16226000.0,-78059000.0,14273000.0,,626587000.0,5400000.0,53190000.0,90468000.0,,-78059000.0,,-165156000.0,-165156000.0,7689000.0,,,57871000.0,734260000.0,21075000.0,20098000.0,,,130000.0,21075000.0,-21280000.0,-564026000.0,60216000.0,-11885000.0,-21280000.0,-35337000.0,115632000.0,7167000.0,,,,,,,,,,,,,,,,,,,,,,
2009-03-31,39889000.0,,,,,,,-170830000.0,,140603000.0,,7431000.0,,,1379000.0,,,284000.0,,3485000.0,,12119000.0,12119000.0,,,,7491000.0,9860000.0,,0.0,28425000.0,,,,,,,,279391000.0,-1000000.0,,,-3651000.0,4457000.0,,-6834000.0,,1066000.0,-3715000.0,,,,,,,,615439000.0,,,,,,4122000.0,,,,,,,,,15834000.0,,,10320000.0,0.21,,,,,,,,,,,,23471000.0,,,,,,-7555000.0,,,,28425000.0,6052000.0,12119000.0,,33439000.0,,-557974000.0,,,,13183000.0,,,,429000.0,-855000.0,,,-955000.0,-10485000.0,,1229000.0,,55468000.0,1802000.0,-3176000.0,,541020000.0,74419000.0,,,50290000.0,,,,,,774114000.0,,,22861000.0,,648597000.0,,,,,,10603000.0,,,,48782000.0,,0.21,,,,-158675000.0,,,,,723824000.0,16984000.0,19055000.0,,,279000.0,,6052000.0,,36413000.0,37368000.0,6052000.0,18211000.0,115967000.0,6915000.0,,,,,,,,,,,,,,,,,,,,,,
