date,quarterlyFreeCashFlow,quarterlyDilutedAverageShares,annualChangeInWorkingCapital,trailingNetOtherInvestingChanges,annualNetOtherInvestingChanges,quarterlyCostOfRevenue,annualTotalLiabilitiesNetMinorityInterest,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyDepreciationAndAmortization,quarterlyGoodwill,annualBasicEPS,annualCommonStockIssuance,annualFreeCashFlow,quarterlyTotalNonCurrentAssets,annualRetainedEarnings,quarterlyTotalAssets,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCashDividendsPaid,annualGoodwill,annualTotalRevenue,annualCostOfRevenue,annualNetIncome,trailingChangeInWorkingCapital,annualAccountsReceivable,annualPurchaseOfInvestment,trailingTotalRevenue,quarterlySellingGeneralAndAdministration,annualDilutedEPS,annualOtherCurrentAssets,quarterlyOtherNonCurrentLiabilities,annualCashDividendsPaid,trailingOperatingIncome,quarterlyLongTermDebt,annualPretaxIncome,trailingInvestingCashFlow,annualAccountsPayable,annualTaxProvision,quarterlyNetIncome,trailingCommonStockIssuance,quarterlyNetIncomeContinuousOperations,annualInvestingCashFlow,trailingTaxProvision,annualBasicAverageShares,annualTotalAssets,annualEndCashPosition,annualNonCurrentDeferredRevenue,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualLongTermDebt,annualOperatingIncome,quarterlyBasicEPS,quarterlyInterestExpense,quarterlyCurrentDebt,annualCashAndCashEquivalents,annualStockholdersEquity,quarterlyPurchaseOfInvestment,quarterlyOtherNonCurrentAssets,annualDepreciationAndAmortization,annualIncomeTaxPayable,annualCurrentLiabilities,quarterlyOtherIncomeExpense,quarterlyEndCashPosition,trailingEndCashPosition,annualCurrentAccruedExpenses,annualSaleOfInvestment,quarterlyNetIncomeCommonStockholders,annualInvestmentsAndAdvances,quarterlyInvestingCashFlow,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyInvestmentsAndAdvances,annualDilutedAverageShares,quarterlyChangeInAccountPayable,quarterlyNetOtherFinancingCharges,quarterlyGrossProfit,quarterlyInventory,annualCurrentAssets,annualOperatingCashFlow,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,trailingPretaxIncome,annualOtherIntangibleAssets,quarterlyBasicAverageShares,annualCashCashEquivalentsAndMarketableSecurities,annualOtherNonCurrentAssets,annualNetPPE,annualRepurchaseOfCapitalStock,quarterlyStockholdersEquity,annualOtherNonCurrentLiabilities,trailingNetIncomeCommonStockholders,annualEbitda,annualRepaymentOfDebt,annualGrossPPE,annualNetIncomeCommonStockholders,annualOtherCurrentLiabilities,quarterlyOtherIntangibleAssets,annualChangeInCashSupplementalAsReported,quarterlyChangesInAccountReceivables,trailingChangesInAccountReceivables,trailingGrossProfit,quarterlyOperatingExpense,trailingOtherIncomeExpense,annualCapitalStock,annualBeginningCashPosition,quarterlyChangeInInventory,trailingOperatingCashFlow,quarterlyCurrentDeferredRevenue,trailingCapitalExpenditure,quarterlyDilutedEPS,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,trailingInterestExpense,quarterlySaleOfInvestment,trailingDeferredIncomeTax,annualCashFlowFromContinuingFinancingActivities,annualCapitalExpenditure,trailingCashFlowFromContinuingFinancingActivities,quarterlyNetOtherInvestingChanges,annualSellingGeneralAndAdministration,annualTotalNonCurrentAssets,quarterlyRepaymentOfDebt,trailingRepaymentOfDebt,quarterlyAccountsPayable,trailingChangeInCashSupplementalAsReported,quarterlyCapitalStock,quarterlyBeginningCashPosition,annualOtherIncomeExpense,quarterlyOtherCurrentAssets,quarterlyGainsLossesNotAffectingRetainedEarnings,annualPurchaseOfBusiness,annualOtherNonCashItems,trailingNetIncomeContinuousOperations,trailingDepreciationAndAmortization,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOperatingIncome,quarterlyCommonStockIssuance,annualNetIncomeContinuousOperations,quarterlyTotalRevenue,trailingChangeInInventory,quarterlyStockBasedCompensation,trailingStockBasedCompensation,quarterlyEbitda,trailingNetOtherFinancingCharges,annualOperatingExpense,annualStockBasedCompensation,annualNetOtherFinancingCharges,trailingSellingGeneralAndAdministration,annualCurrentDebt,trailingOtherNonCashItems,trailingCostOfRevenue,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,annualInterestExpense,annualCurrentDeferredRevenue,quarterlyOtherNonCashItems,quarterlyAccumulatedDepreciation,trailingCashDividendsPaid,quarterlyOperatingCashFlow,quarterlyIncomeTaxPayable,trailingFreeCashFlow,annualInventory,quarterlyRepurchaseOfCapitalStock,annualDeferredIncomeTax,quarterlyNetPPE,quarterlyPurchaseOfBusiness,quarterlyCurrentAssets,annualAccumulatedDepreciation,annualGrossProfit,quarterlyPretaxIncome,annualChangeInInventory,quarterlyGrossPPE,quarterlyCurrentLiabilities,annualNonCurrentDeferredTaxesLiabilities,trailingNetIncome,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,trailingBeginningCashPosition,trailingPurchaseOfBusiness,quarterlyNonCurrentDeferredRevenue,annualChangesInAccountReceivables,trailingOperatingExpense,quarterlyTaxProvision,quarterlyRetainedEarnings,trailingChangeInAccountPayable,trailingBasicAverageShares,quarterlyResearchAndDevelopment,trailingResearchAndDevelopment,trailingSaleOfInvestment,trailingDilutedEPS,trailingPurchaseOfInvestment,annualResearchAndDevelopment,quarterlyOtherShortTermInvestments,trailingDilutedAverageShares,annualOtherShortTermInvestments,trailingRepurchaseOfCapitalStock,trailingBasicEPS
2016-09-30,233000000.0,185700000.0,,,,683000000.0,,47000000.0,581000000.0,55000000.0,2994000000.0,,,,7071000000.0,,8673000000.0,,-98000000.0,,,,,,,,,603000000.0,,,100000000.0,,,2818000000.0,,,,,240000000.0,,240000000.0,,,,,,,5061000000.0,,,1.3,33000000.0,360000000.0,,,0.0,82000000.0,,,,2000000.0,620000000.0,,,,240000000.0,,-40000000.0,6544000000.0,74000000.0,,-46000000.0,-4000000.0,997000000.0,226000000.0,,,,,,,184800000.0,,,,,2129000000.0,,,,,,,,2657000000.0,,60000000.0,,,624000000.0,,,,10000000.0,,64000000.0,,1.29,781000000.0,620000000.0,620000000.0,,,,,,,0.0,,,-2000000.0,,311000000.0,,2000000.0,245000000.0,,107000000.0,-213000000.0,,,,,-43000000.0,141000000.0,373000000.0,,,1680000000.0,,11000000.0,,431000000.0,,,,,,,,,377000000.0,433000000.0,,,28000000.0,,,276000000.0,52000000.0,,,-157000000.0,,1124000000.0,-15000000.0,1602000000.0,,,343000000.0,,,1483000000.0,,,29000000.0,-30000000.0,,,1134000000.0,,,102000000.0,2246000000.0,,,,,,,,,,,,,
2016-12-31,185000000.0,,-98000000.0,,-8000000.0,627000000.0,7657000000.0,24000000.0,595000000.0,58000000.0,2993000000.0,4.57,,757000000.0,7055000000.0,2266000000.0,9791000000.0,-229000000.0,-98000000.0,2993000000.0,6440000000.0,2582000000.0,847000000.0,,595000000.0,-1000000.0,,590000000.0,4.54,63000000.0,105000000.0,-386000000.0,,4325000000.0,1283000000.0,,303000000.0,434000000.0,165000000.0,,165000000.0,-189000000.0,,185400000.0,9791000000.0,1787000000.0,1117000000.0,6606000000.0,4325000000.0,1433000000.0,,48000000.0,10000000.0,1787000000.0,2134000000.0,0.0,91000000.0,224000000.0,4000000.0,1051000000.0,-31000000.0,1787000000.0,,24000000.0,,165000000.0,74000000.0,-70000000.0,7657000000.0,74000000.0,186600000.0,-3000000.0,-15000000.0,951000000.0,202000000.0,2736000000.0,939000000.0,6606000000.0,32000000.0,,2656000000.0,,1787000000.0,91000000.0,1138000000.0,-519000000.0,2134000000.0,105000000.0,,1654000000.0,-900000000.0,2722000000.0,847000000.0,415000000.0,2656000000.0,880000000.0,-17000000.0,,,616000000.0,,2000000.0,911000000.0,22000000.0,,64000000.0,,,812000000.0,1787000000.0,1787000000.0,,,,130000000.0,-182000000.0,,-1000000.0,2329000000.0,7055000000.0,-394000000.0,,303000000.0,,2000000.0,620000000.0,-6000000.0,63000000.0,-229000000.0,-21000000.0,-14000000.0,,,-71000000.0,984000000.0,335000000.0,,847000000.0,1578000000.0,,12000000.0,,363000000.0,,2425000000.0,45000000.0,-29000000.0,,10000000.0,,,1170000000.0,415000000.0,147000000.0,64000000.0,8000000.0,-1584000000.0,,256000000.0,4000000.0,,202000000.0,-59000000.0,29000000.0,1138000000.0,0.0,2736000000.0,-1584000000.0,3858000000.0,257000000.0,3000000.0,2722000000.0,1051000000.0,812000000.0,,-32000000.0,29000000.0,,,1117000000.0,-31000000.0,,91000000.0,2266000000.0,,,,,,,,,,,,,
2017-03-31,80000000.0,184600000.0,,,,607000000.0,,53000000.0,606000000.0,60000000.0,3560000000.0,,,,8761000000.0,,10008000000.0,,-97000000.0,,,,,,,,,621000000.0,,,142000000.0,,,4320000000.0,,,,,177000000.0,,177000000.0,,,,,,,6668000000.0,,,0.97,40000000.0,0.0,,,-1000000.0,117000000.0,,,,2000000.0,176000000.0,,,,177000000.0,,-1569000000.0,7815000000.0,68000000.0,,19000000.0,-31000000.0,903000000.0,246000000.0,,,,,,,183400000.0,,,,,2193000000.0,,,,,,,,3784000000.0,,18000000.0,,,618000000.0,,,,-16000000.0,,64000000.0,,0.96,842000000.0,73000000.0,73000000.0,,,,,,,-7000000.0,,,-3000000.0,,353000000.0,,2000000.0,1787000000.0,,158000000.0,-206000000.0,,,,,-17000000.0,-142000000.0,285000000.0,,,1510000000.0,,6000000.0,,348000000.0,,,,,,,,,-1614000000.0,460000000.0,,,-24000000.0,,,97000000.0,24000000.0,,,-28000000.0,,1125000000.0,-1549000000.0,1247000000.0,,,248000000.0,,,1147000000.0,,,-131000000.0,30000000.0,,,1101000000.0,,,71000000.0,2336000000.0,,,,,,,,,,,,,
2017-06-30,284000000.0,183700000.0,,,,718000000.0,,23000000.0,698000000.0,55000000.0,3564000000.0,,,,8764000000.0,,10319000000.0,,-107000000.0,,,,,,,,,683000000.0,,,128000000.0,,,4240000000.0,,,,,188000000.0,,188000000.0,,,,,,,6584000000.0,,,1.02,44000000.0,301000000.0,,,0.0,133000000.0,,,,-47000000.0,387000000.0,,,,188000000.0,,-26000000.0,8164000000.0,69000000.0,,5000000.0,10000000.0,1079000000.0,267000000.0,,,,,,,183200000.0,,,,,2155000000.0,,,,,,,,3788000000.0,,-90000000.0,,,706000000.0,,,,-19000000.0,,64000000.0,,1.02,859000000.0,286000000.0,286000000.0,,,,,,,5000000.0,,,-250000000.0,,367000000.0,,2000000.0,176000000.0,,135000000.0,-193000000.0,,,,,-29000000.0,-78000000.0,373000000.0,,,1797000000.0,,10000000.0,,382000000.0,,,,,,,,,209000000.0,569000000.0,,,2000000.0,,,313000000.0,41000000.0,,,-149000000.0,,1120000000.0,-2000000.0,1555000000.0,,,283000000.0,,,1580000000.0,,,-5000000.0,18000000.0,,,1086000000.0,,,94000000.0,2346000000.0,,,,,,,,,,,,,
2017-09-30,278000000.0,182100000.0,,,,707000000.0,,45000000.0,659000000.0,57000000.0,3559000000.0,,,,8773000000.0,,10039000000.0,,-105000000.0,,,,,,,,,640000000.0,,,120000000.0,,,4239000000.0,,,,,203000000.0,,203000000.0,,,,,,,6551000000.0,,,1.12,40000000.0,70000000.0,,,0.0,133000000.0,,,,-11000000.0,165000000.0,,,,203000000.0,,-48000000.0,7910000000.0,71000000.0,,17000000.0,-3000000.0,1033000000.0,261000000.0,,,,,,,181400000.0,,,,,2129000000.0,,,,,,,,3786000000.0,,38000000.0,,,666000000.0,,,,6000000.0,,64000000.0,,1.11,877000000.0,66000000.0,66000000.0,,,,,,,-1000000.0,,,-317000000.0,,387000000.0,,2000000.0,387000000.0,,109000000.0,-184000000.0,,,,,-44000000.0,-497000000.0,367000000.0,,,1740000000.0,,10000000.0,,414000000.0,,,,,,,,,-223000000.0,552000000.0,,,8000000.0,,,322000000.0,10000000.0,,,-143000000.0,,1129000000.0,-5000000.0,1266000000.0,,,317000000.0,,,1359000000.0,,,47000000.0,17000000.0,,,1071000000.0,,,114000000.0,2311000000.0,,,,,,,,,,,,,
2017-12-31,188000000.0,,-45000000.0,,-3000000.0,663000000.0,7571000000.0,20000000.0,668000000.0,57000000.0,3561000000.0,5.91,,830000000.0,8905000000.0,2651000000.0,10022000000.0,-202000000.0,-105000000.0,3561000000.0,6690000000.0,2695000000.0,1076000000.0,,668000000.0,,,612000000.0,5.89,60000000.0,173000000.0,-414000000.0,,4230000000.0,1173000000.0,,365000000.0,95000000.0,508000000.0,,508000000.0,-1763000000.0,,182000000.0,10022000000.0,158000000.0,1055000000.0,6333000000.0,4230000000.0,1388000000.0,,40000000.0,66000000.0,61000000.0,2451000000.0,-3000000.0,197000000.0,229000000.0,11000000.0,1238000000.0,2000000.0,158000000.0,,20000000.0,,508000000.0,73000000.0,-120000000.0,7571000000.0,73000000.0,182800000.0,-17000000.0,2000000.0,980000000.0,229000000.0,1117000000.0,1038000000.0,6333000000.0,24000000.0,,3781000000.0,,61000000.0,197000000.0,1198000000.0,-399000000.0,2451000000.0,173000000.0,,1566000000.0,-574000000.0,2903000000.0,1076000000.0,466000000.0,3781000000.0,-1632000000.0,-13000000.0,,,617000000.0,,2000000.0,1787000000.0,29000000.0,,64000000.0,,,614000000.0,61000000.0,61000000.0,,,,-907000000.0,-208000000.0,,0.0,2556000000.0,8905000000.0,-4000000.0,,365000000.0,,2000000.0,165000000.0,-54000000.0,60000000.0,-202000000.0,-1559000000.0,-32000000.0,,,-118000000.0,-190000000.0,363000000.0,,1076000000.0,1643000000.0,,10000000.0,,422000000.0,,2607000000.0,36000000.0,-22000000.0,,66000000.0,,,-4000000.0,466000000.0,164000000.0,64000000.0,-18000000.0,-1705000000.0,,306000000.0,11000000.0,,229000000.0,-79000000.0,-201000000.0,1198000000.0,-3000000.0,1117000000.0,-1705000000.0,3995000000.0,325000000.0,0.0,2903000000.0,1238000000.0,614000000.0,,44000000.0,-266000000.0,,,1055000000.0,-47000000.0,,-184000000.0,2651000000.0,,,,,,,,,,,,,
2018-03-31,59000000.0,180800000.0,,,,681000000.0,,46000000.0,700000000.0,59000000.0,3564000000.0,,,,8933000000.0,,10179000000.0,,-104000000.0,,,,,,,,,626000000.0,,,172000000.0,,,4135000000.0,,,,,159000000.0,,159000000.0,,,,,,,6069000000.0,,,0.88,41000000.0,369000000.0,,,,209000000.0,,,,,121000000.0,,,,159000000.0,,-68000000.0,7693000000.0,89000000.0,,17000000.0,-21000000.0,913000000.0,243000000.0,,,,,,,179900000.0,,,,,2486000000.0,,,,,,,,3784000000.0,,-30000000.0,,,654000000.0,,,,-13000000.0,,64000000.0,,0.88,623000000.0,13000000.0,13000000.0,,,,,,,-4000000.0,,,-4000000.0,,377000000.0,,2000000.0,158000000.0,,195000000.0,-183000000.0,,,,,-44000000.0,-73000000.0,259000000.0,,,1594000000.0,,10000000.0,,319000000.0,,,,,,,,,-38000000.0,529000000.0,,,9000000.0,,,103000000.0,39000000.0,,,0.0,,1198000000.0,-21000000.0,1246000000.0,,,219000000.0,,,1624000000.0,,,-149000000.0,20000000.0,,,1038000000.0,,,54000000.0,2667000000.0,,,,,,,,,,,,,
2018-06-30,275000000.0,181100000.0,,,,790000000.0,,21000000.0,814000000.0,60000000.0,3562000000.0,,,,8830000000.0,,10246000000.0,,-105000000.0,,,,,,,,,721000000.0,,,101000000.0,,,4126000000.0,,,,,235000000.0,,235000000.0,,,,,,,5998000000.0,,,1.3,43000000.0,249000000.0,,,,120000000.0,,,,2000000.0,101000000.0,,,,235000000.0,,-111000000.0,7524000000.0,104000000.0,,104000000.0,0.0,1096000000.0,265000000.0,,,,,,,180200000.0,,,,,2722000000.0,,,,,,,,3777000000.0,,-118000000.0,,,734000000.0,,,,-24000000.0,,64000000.0,,1.3,645000000.0,64000000.0,64000000.0,,,,,,,0.0,,,-69000000.0,,484000000.0,,2000000.0,121000000.0,,167000000.0,-200000000.0,,,,,-40000000.0,-223000000.0,362000000.0,,,1886000000.0,,11000000.0,,424000000.0,,,,,,,,,-19000000.0,550000000.0,,,-8000000.0,,,315000000.0,39000000.0,,,,,1183000000.0,-71000000.0,1416000000.0,,,321000000.0,,,1526000000.0,,,17000000.0,24000000.0,,,1021000000.0,,,83000000.0,2920000000.0,,,,,,,,,,,,,
2018-09-30,625000000.0,1373600000.0,,,,1371000000.0,,1231000000.0,1196000000.0,175000000.0,19291000000.0,,,,46673000000.0,,49058000000.0,,186000000.0,,,,,,,,,1025000000.0,,,78000000.0,,,14275000000.0,,,,,148000000.0,,148000000.0,,,,,,,20798000000.0,,,0.11,172000000.0,1765000000.0,,,,108000000.0,,,,22000000.0,122000000.0,,,,148000000.0,,-18891000000.0,26765000000.0,248000000.0,,,-10000000.0,1361000000.0,720000000.0,,,,,,,1361800000.0,,,,,22293000000.0,,,,,,,,24436000000.0,,196000000.0,,,1017000000.0,,,,128000000.0,,,,0.11,5974000000.0,94000000.0,94000000.0,,,,,,,35000000.0,,,-5210000000.0,,2229000000.0,,14000000.0,101000000.0,,185000000.0,137000000.0,,,,,-20000000.0,18380000000.0,344000000.0,,,2732000000.0,,0.0,,541000000.0,,,,,,,,,134000000.0,66000000.0,,,26000000.0,,,645000000.0,11000000.0,,,,,2345000000.0,-19055000000.0,2385000000.0,,,194000000.0,,,5967000000.0,,,595000000.0,-161000000.0,,,,,,46000000.0,1122000000.0,,,,,,,,,,,,,
2018-12-31,474000000.0,1406200000.0,457000000.0,,33000000.0,1255000000.0,26385000000.0,761000000.0,1150000000.0,168000000.0,20011000000.0,0.54,9000000000.0,1433000000.0,46759000000.0,1178000000.0,48918000000.0,-130000000.0,-209000000.0,20011000000.0,7442000000.0,3560000000.0,586000000.0,,1150000000.0,,,999000000.0,0.53,135000000.0,107000000.0,-232000000.0,,14201000000.0,791000000.0,,2300000000.0,202000000.0,266000000.0,,266000000.0,-19131000000.0,,1086300000.0,48918000000.0,139000000.0,,20683000000.0,14201000000.0,1237000000.0,0.19,180000000.0,1458000000.0,83000000.0,22533000000.0,,102000000.0,462000000.0,60000000.0,5702000000.0,-9000000.0,139000000.0,,761000000.0,,266000000.0,231000000.0,-61000000.0,26385000000.0,231000000.0,1097600000.0,,-5000000.0,1558000000.0,626000000.0,2159000000.0,1613000000.0,20683000000.0,,,23967000000.0,1394800000.0,83000000.0,102000000.0,2310000000.0,0.0,22533000000.0,107000000.0,,1705000000.0,-5364000000.0,2986000000.0,586000000.0,111000000.0,23967000000.0,59000000.0,34000000.0,,,1011000000.0,,14000000.0,95000000.0,94000000.0,,,,0.19,5923000000.0,83000000.0,83000000.0,,,,17577000000.0,-180000000.0,,2000000.0,2635000000.0,46759000000.0,-81000000.0,,2300000000.0,,14000000.0,122000000.0,6000000.0,135000000.0,-130000000.0,-19153000000.0,7000000.0,,,-76000000.0,-507000000.0,547000000.0,0.0,589000000.0,2813000000.0,,14000000.0,,706000000.0,,2645000000.0,35000000.0,-36000000.0,,1458000000.0,,,-18000000.0,111000000.0,452000000.0,,-20000000.0,-676000000.0,,550000000.0,60000000.0,,626000000.0,,-81000000.0,2310000000.0,-6000000.0,2159000000.0,-676000000.0,3882000000.0,358000000.0,185000000.0,2986000000.0,5702000000.0,5923000000.0,,-6000000.0,36000000.0,,,,82000000.0,,92000000.0,1178000000.0,,,,,,,,,,,,,
2019-03-31,529000000.0,1417700000.0,,,,1106000000.0,,806000000.0,1016000000.0,163000000.0,20077000000.0,,,,47129000000.0,,49291000000.0,,-211000000.0,,,,,,,,,911000000.0,,,91000000.0,,,13246000000.0,,,,,230000000.0,,230000000.0,,,,,,,19961000000.0,,,0.16,169000000.0,2018000000.0,,,,105000000.0,,,,-14000000.0,139000000.0,,,,230000000.0,,-45000000.0,26617000000.0,212000000.0,,,71000000.0,1398000000.0,663000000.0,,,,,,,1406300000.0,,,,,22674000000.0,,,,,,,,23988000000.0,,126000000.0,,,900000000.0,,,,-36000000.0,,,,0.16,5940000000.0,85000000.0,85000000.0,,,,,,,17000000.0,,,-3018000000.0,,2558000000.0,,14000000.0,139000000.0,,218000000.0,-37000000.0,,,,,-62000000.0,-556000000.0,498000000.0,,,2504000000.0,,14000000.0,,647000000.0,,,,,,,,,-10000000.0,110000000.0,,,,,,591000000.0,114000000.0,,,,,2643000000.0,,2162000000.0,,,315000000.0,,2643000000.0,6656000000.0,,,175000000.0,1000000.0,,,,,,85000000.0,1192000000.0,,,,,,,,,,,,,
2019-06-30,552000000.0,1419200000.0,,,,1186000000.0,,869000000.0,1068000000.0,181000000.0,20039000000.0,,,,47326000000.0,,49547000000.0,,-212000000.0,,,,,,,,,1028000000.0,,,771000000.0,,,13164000000.0,,,,,314000000.0,,314000000.0,,,,,,,19969000000.0,,,0.22,170000000.0,1806000000.0,,,,572000000.0,,,,-1000000.0,160000000.0,,,,314000000.0,,-69000000.0,26664000000.0,170000000.0,,,8000000.0,1626000000.0,686000000.0,,,,,,,1406700000.0,,,,,22883000000.0,,,,,,,,24228000000.0,,-58000000.0,,,1039000000.0,,,,-20000000.0,,,,0.22,6034000000.0,106000000.0,106000000.0,,,,,,,-9000000.0,,,-99000000.0,,2909000000.0,,14000000.0,139000000.0,,195000000.0,51000000.0,,,,,-60000000.0,-524000000.0,587000000.0,,,2812000000.0,,20000000.0,,586000000.0,,,,,,,,,19000000.0,516000000.0,,,,,,612000000.0,110000000.0,,,,,2290000000.0,,2221000000.0,,,416000000.0,,2645000000.0,6695000000.0,,,60000000.0,-6000000.0,,,,,,102000000.0,1294000000.0,,,,,,,,,,,,,
2019-09-30,510000000.0,1419400000.0,,,,1245000000.0,,851000000.0,1090000000.0,186000000.0,20112000000.0,,,,47131000000.0,,49400000000.0,,-210000000.0,,,,,,,,,1012000000.0,,,91000000.0,,,13147000000.0,,,,,304000000.0,,304000000.0,,,,,,,19936000000.0,,,0.22,158000000.0,1761000000.0,,,,114000000.0,,,,-9000000.0,112000000.0,,,,304000000.0,,-102000000.0,26486000000.0,203000000.0,,,-255000000.0,1625000000.0,751000000.0,,,,,,,1406800000.0,,,,,22914000000.0,,,,,,,,24031000000.0,,-32000000.0,,,1045000000.0,,,,-68000000.0,,,,0.21,6022000000.0,74000000.0,74000000.0,,,,,,,-7000000.0,,,-35000000.0,,2976000000.0,,14000000.0,160000000.0,,157000000.0,-27000000.0,,,,,-90000000.0,-546000000.0,580000000.0,,,2870000000.0,,13000000.0,,757000000.0,,,,,,,,,-48000000.0,73000000.0,,,33000000.0,,,600000000.0,27000000.0,,,,,2582000000.0,-5000000.0,2269000000.0,,,413000000.0,,2582000000.0,6550000000.0,,,24000000.0,0.0,,,,,,109000000.0,1388000000.0,,,,,,,,,,,,,
