date,quarterlyCapitalStock,quarterlyDilutedEPS,quarterlyOtherIntangibleAssets,annualEbitda,annualRepaymentOfDebt,quarterlyPretaxIncome,quarterlyOperatingExpense,trailingNetIncomeCommonStockholders,annualChangeInCashSupplementalAsReported,quarterlyStockholdersEquity,annualCashCashEquivalentsAndMarketableSecurities,annualDilutedAverageShares,quarterlyAccumulatedDepreciation,annualBeginningCashPosition,quarterlyCurrentDebt,quarterlyCashAndCashEquivalents,annualGrossPPE,quarterlyCashCashEquivalentsAndMarketableSecurities,annualSellingGeneralAndAdministration,quarterlyInterestExpense,quarterlyAccountsPayable,annualNonCurrentDeferredTaxesLiabilities,trailingNetIncomeContinuousOperations,quarterlyGainsLossesNotAffectingRetainedEarnings,annualOperatingExpense,annualDilutedEPS,annualPurchaseOfBusiness,trailingOperatingExpense,quarterlyTotalRevenue,annualNetIncomeContinuousOperations,annualPurchaseOfInvestment,annualCapitalExpenditure,quarterlyGrossPPE,quarterlyOperatingIncome,annualInvestingCashFlow,annualGoodwill,annualInterestExpense,annualStockBasedCompensation,trailingNetIncome,quarterlyNetPPE,annualCapitalStock,quarterlyTaxProvision,annualBasicEPS,quarterlyDilutedAverageShares,quarterlyEbitda,annualNetOtherFinancingCharges,annualAccumulatedDepreciation,annualTotalLiabilitiesNetMinorityInterest,annualCommonStockIssuance,annualFreeCashFlow,annualChangeInWorkingCapital,annualGainsLossesNotAffectingRetainedEarnings,quarterlyRetainedEarnings,annualOperatingIncome,annualTotalRevenue,annualNetOtherInvestingChanges,quarterlySellingGeneralAndAdministration,annualRetainedEarnings,quarterlyGoodwill,trailingPretaxIncome,annualNetIncome,annualTaxProvision,annualTotalAssets,quarterlyTotalAssets,annualPretaxIncome,annualCurrentDebt,quarterlyNetIncomeCommonStockholders,annualEndCashPosition,quarterlyBasicEPS,annualLongTermDebt,annualCashDividendsPaid,trailingTotalRevenue,trailingTaxProvision,annualInvestmentsAndAdvances,annualSaleOfInvestment,quarterlyTotalLiabilitiesNetMinorityInterest,annualStockholdersEquity,annualOtherNonCashItems,quarterlyInvestmentsAndAdvances,annualRepurchaseOfCapitalStock,quarterlyBasicAverageShares,annualCashAndCashEquivalents,annualDepreciationAndAmortization,quarterlyNetIncome,annualBasicAverageShares,quarterlyNetIncomeContinuousOperations,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyLongTermDebt,annualNetPPE,annualOperatingCashFlow,annualNetIncomeCommonStockholders,annualOtherIntangibleAssets,annualAccountsPayable,trailingSellingGeneralAndAdministration,annualInventory,trailingBeginningCashPosition,trailingBasicAverageShares,quarterlyChangesInAccountReceivables,trailingChangeInCashSupplementalAsReported,quarterlyFreeCashFlow,trailingOtherIncomeExpense,trailingOperatingIncome,quarterlyCostOfRevenue,quarterlyCurrentLiabilities,quarterlyStockBasedCompensation,trailingCommonStockIssuance,annualChangesInAccountReceivables,quarterlyBeginningCashPosition,annualResearchAndDevelopment,annualGrossProfit,quarterlyDepreciationAndAmortization,annualOtherNonCurrentAssets,trailingPurchaseOfBusiness,quarterlyInvestingCashFlow,quarterlyRepurchaseOfCapitalStock,quarterlyOtherShortTermInvestments,quarterlyNonCurrentDeferredRevenue,trailingOtherNonCashItems,quarterlyEndCashPosition,quarterlySaleOfInvestment,trailingChangeInWorkingCapital,quarterlyOtherIncomeExpense,trailingCashFlowFromContinuingFinancingActivities,quarterlyCashFlowFromContinuingFinancingActivities,annualOtherCurrentAssets,quarterlyOperatingCashFlow,annualCurrentAssets,annualNonCurrentDeferredRevenue,trailingCostOfRevenue,trailingBasicEPS,annualOtherCurrentLiabilities,trailingDilutedEPS,trailingRepaymentOfDebt,quarterlyResearchAndDevelopment,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingStockBasedCompensation,quarterlyChangeInAccountPayable,trailingPurchaseOfInvestment,trailingInterestExpense,quarterlyCurrentAssets,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyChangeInInventory,annualCurrentDeferredRevenue,trailingChangesInAccountReceivables,quarterlyCommonStockIssuance,quarterlyNetOtherFinancingCharges,quarterlyCashDividendsPaid,quarterlyDeferredIncomeTax,trailingCapitalExpenditure,trailingNetOtherInvestingChanges,annualAccountsReceivable,annualIncomeTaxPayable,quarterlyChangeInCashSupplementalAsReported,annualOtherNonCurrentLiabilities,annualTotalNonCurrentAssets,quarterlyPurchaseOfInvestment,quarterlyAccountsReceivable,quarterlyRepaymentOfDebt,quarterlyNetOtherInvestingChanges,annualChangeInInventory,trailingChangeInInventory,trailingChangeInAccountPayable,quarterlyPurchaseOfBusiness,annualDeferredIncomeTax,trailingCashDividendsPaid,trailingEndCashPosition,trailingOperatingCashFlow,quarterlyOtherCurrentAssets,trailingNetOtherFinancingCharges,trailingInvestingCashFlow,annualCurrentLiabilities,trailingDepreciationAndAmortization,trailingSaleOfInvestment,quarterlyCapitalExpenditure,annualOtherShortTermInvestments,trailingDeferredIncomeTax,quarterlyOtherNonCashItems,trailingGrossProfit,annualCostOfRevenue,quarterlyCurrentDeferredRevenue,trailingResearchAndDevelopment,quarterlyInventory,quarterlyOtherCurrentLiabilities,quarterlyCurrentAccruedExpenses,quarterlyIncomeTaxPayable,trailingRepurchaseOfCapitalStock,annualOtherIncomeExpense,quarterlyChangeInWorkingCapital,annualCurrentAccruedExpenses,trailingDilutedAverageShares,quarterlyTotalNonCurrentAssets,quarterlyOtherNonCurrentLiabilities,annualCashFlowFromContinuingFinancingActivities,annualChangeInAccountPayable,trailingFreeCashFlow,quarterlyGrossProfit,quarterlyOtherNonCurrentAssets
2001-12-31,4678000000.0,,14581000000.0,29829000000.0,-965000000.0,,,,-1706000000.0,45979000000.0,6185000000.0,442578635960.0,,6185000000.0,15480000000.0,6185000000.0,,6185000000.0,37936445.664967,,,,,11041000000.0,16789000000.0,0.011529,-986372288.333842,,,5406000000.0,-148826000000.0,-1873000000.0,,,-9984000000.0,,20536000000.0,,,13521000000.0,4678000000.0,,0.011744,,,113000000.0,,643408000000.0,111815817.386629,11042000000.0,4167000000.0,11041000000.0,26887000000.0,8000000000.0,26826000000.0,-3763000000.0,,26887000000.0,,,5406000000.0,1574000000.0,695877000000.0,695877000000.0,6980000000.0,15480000000.0,868000000.0,4479000000.0,,27956000000.0,-3528000000.0,,,168636000000.0,145361000000.0,643408000000.0,45979000000.0,-1735000000.0,168636000000.0,-823640352.789039,,6185000000.0,1293000000.0,868000000.0,429388650720.0,868000000.0,,27956000000.0,13521000000.0,12915000000.0,5406000000.0,14581000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-03-31,,0.003813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430159817143.0,,,,,,,,,,,,,,,,,,,,,,,1640000000.0,,0.003813,,,,,,,,,,,,430159817143.0,,,1640000000.0,,1640000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-06-30,4725000000.0,,15197147105.714987,,,2298000000.0,3854000000.0,,,51178000000.0,,,,,18625000000.0,5561000000.0,,5561000000.0,,3318000000.0,,,,46453000000.0,,,,,6763000000.0,,,,,2528000000.0,,,,,,13988000000.0,,658000000.0,,,5847000000.0,,,,,,,,,,,,,,,,,,,750589810215.845,,,1658698491.537896,,,,,,,,,750589810215.845,,,181502000000.0,,,,,1658698491.537896,,2123332413.539367,,25774000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-09-30,,0.003377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,428717208000.0,,,,,,,,,,,,,,,,,,,,,,,1480000000.0,,0.003377,,,,,,,,,,,,428717208000.0,,,1480000000.0,,1480000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-12-31,4741000000.0,,17163000000.0,24821000000.0,-1923000000.0,,,,3242000000.0,52406000000.0,7659000000.0,449427737600.0,,4417000000.0,21574000000.0,7659000000.0,,7659000000.0,39019086.735927,,,,,10683000000.0,16267000000.0,0.014387,-385191270.033019,,,6239000000.0,-130171000000.0,-1723000000.0,,,-9051000000.0,,13135000000.0,,,14181000000.0,4741000000.0,,0.014605,,,3610781992.429733,,700287000000.0,337166787.468793,11710000000.0,7272000000.0,10683000000.0,33335000000.0,9650000000.0,27238000000.0,933000000.0,,33335000000.0,,,6239000000.0,2534000000.0,759246000000.0,759246000000.0,8773000000.0,21574000000.0,1479000000.0,7659000000.0,,31762000000.0,-3609000000.0,,,183943000000.0,122559000000.0,700287000000.0,52406000000.0,-6231000000.0,183943000000.0,-50024965.772731,,7659000000.0,2036000000.0,1479000000.0,435181060880.0,1479000000.0,,31762000000.0,14181000000.0,13433000000.0,6239000000.0,17163000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-03-31,,0.004357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,466402093200.0,,,,,,,,,,,,,,,,,,,,,,,2053000000.0,,0.004466,,,,,,,,,,,,462041479200.0,,,2053000000.0,,2053000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-06-30,5421000000.0,,26618000000.0,,,2830000000.0,5151000000.0,,,70290000000.0,,,,,60708000000.0,9509000000.0,,9509000000.0,,3492000000.0,,,,64869000000.0,,,,,9425000000.0,,,,,3057000000.0,,,,,,14548000000.0,,777000000.0,,,6548000000.0,,,,,,,,,,,,,,,,,,,0.0,,,2167247256.839283,,,,,,,,,0.0,,,202483000000.0,,,,,2167247256.839283,,2632301954.55373,,83794000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-09-30,,0.004684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,498294887442.0,,,,,,,,,,,,,,,,,,,,,,,2334000000.0,,0.004684,,,,,,,,,,,,498294887442.0,,,2334000000.0,,2334000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-12-31,5481000000.0,,28640000000.0,30371000000.0,-1464000000.0,,,,4020000000.0,74473000000.0,7661000000.0,483752746800.0,,3641000000.0,63810000000.0,7661000000.0,,7661000000.0,19685000000.0,,,,,22235000000.0,22798000000.0,0.02158,-2185241071.428571,,,8774000000.0,-218196000000.0,-1981000000.0,,,-15444000000.0,,14370000000.0,,,15748000000.0,5481000000.0,,0.02158,,,3846000000.0,,948862000000.0,845480357.142857,16346000000.0,10141000000.0,22235000000.0,42351000000.0,12816000000.0,41707000000.0,818000000.0,,42351000000.0,,,8774000000.0,3120000000.0,1034216000000.0,1034216000000.0,11894000000.0,63810000000.0,2334000000.0,7661000000.0,,110949000000.0,-4242000000.0,,,218601000000.0,206099000000.0,948862000000.0,74473000000.0,-13389000000.0,218601000000.0,-258146428.571429,,7661000000.0,3185000000.0,2334000000.0,478336405200.0,2334000000.0,,110949000000.0,15748000000.0,18327000000.0,8774000000.0,28640000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-03-31,,0.006318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,502222440000.0,,,,,,,,,,,,,,,,,,,,,,,3173000000.0,,0.006318,,,,,,,,,,,,502222440000.0,,,3173000000.0,,3173000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-06-30,5513000000.0,,31934000000.0,,,4357000000.0,6668000000.0,,,77066000000.0,,,-152462000000.0,,73710000000.0,18816000000.0,,10103000000.0,,4186000000.0,,,,27902000000.0,,,,,12746000000.0,,,,,4684000000.0,,,,,,152462000000.0,,1184000000.0,,,8870000000.0,,,,,,,,46435000000.0,,,,,,0.0,,,,,1157108000000.0,,,3767000000.0,,,,,,,,,1067475000000.0,,,172675000000.0,,,,,3767000000.0,,4434000000.0,,112925000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-09-30,,0.005338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,514655495510.0,,,,,,,,,,,,,,,,,,,,,,,2747000000.0,,0.005555,,,,,,,,,,,,494472927059.0,,,2747000000.0,,2747000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-12-31,5587000000.0,,29382000000.0,40293000000.0,-1740000000.0,,,,10648000000.0,86623000000.0,9872000000.0,507391864800.0,-38701000000.0,-776000000.0,99441000000.0,9872000000.0,,9872000000.0,9739000000.0,,,,,24117000000.0,27716000000.0,0.02549,-4553000000.0,,,11840000000.0,-330917000000.0,-2830000000.0,,,-22548000000.0,,19179000000.0,,,18829000000.0,5587000000.0,,0.025707,,,1480000000.0,-38701000000.0,1176961000000.0,581000000.0,28537000000.0,17126000000.0,24117000000.0,52038000000.0,17608000000.0,51681000000.0,494000000.0,,52038000000.0,,,11840000000.0,4507000000.0,1276778000000.0,1276778000000.0,16347000000.0,99441000000.0,2747000000.0,9872000000.0,,135638000000.0,-4425000000.0,,,260318000000.0,315437000000.0,1176961000000.0,86623000000.0,-12136000000.0,260318000000.0,-345000000.0,,9872000000.0,3506000000.0,2747000000.0,500644388400.0,2747000000.0,,135638000000.0,18829000000.0,31367000000.0,11840000000.0,29382000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-03-31,,0.007407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,538799085882.0,,,,,,,,,,,,,,,,,,,,,,,3991000000.0,,0.007516,,,,,,,,,,,,530990403478.0,,,3991000000.0,,3991000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-06-30,5610000000.0,0.0085,32500000000.0,,,5127000000.0,8091000000.0,,,86713000000.0,,,0.0,,107069000000.0,20622000000.0,,8905000000.0,,6943000000.0,,,,24013000000.0,,,,,15049000000.0,,,,15032000000.0,5319000000.0,,,,,,15032000000.0,,1329000000.0,,446823529412.0,11971000000.0,,,,,,,,51151000000.0,,,,4884000000.0,,32500000000.0,,,,,1466810000000.0,,,3798000000.0,,0.008625,,,,,,,1375129000000.0,,,271381000000.0,,440347826087.0,,,3798000000.0,,3798000000.0,,143610000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-09-30,,0.007298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,512860273433.0,,,,,,,,,,,,,,,,,,,,,,,3743000000.0,,0.007298,,,,,,,,,,,,512860273433.0,,,3743000000.0,,3743000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-12-31,5667000000.0,,33200000000.0,51939000000.0,-1121000000.0,,,,-12633000000.0,92432000000.0,25012000000.0,512762305200.0,0.0,160956000000.0,12554000000.0,25012000000.0,15206000000.0,25012000000.0,11183000000.0,,,,,23646000000.0,33581000000.0,0.029411,-4231000000.0,,,15081000000.0,-378103000000.0,-3116000000.0,15206000000.0,,-15627000000.0,33200000000.0,28760000000.0,540000000.0,,15206000000.0,5667000000.0,,0.029629,,,0.0,0.0,1403744000000.0,2265000000.0,3905000000.0,-11777000000.0,23646000000.0,56223000000.0,20966000000.0,62348000000.0,0.0,,56223000000.0,33200000000.0,,15081000000.0,5093000000.0,1501970000000.0,1501970000000.0,20174000000.0,12554000000.0,3721000000.0,141307000000.0,,204609000000.0,-6443000000.0,,,422500000000.0,368696000000.0,1403744000000.0,92432000000.0,-11538000000.0,422500000000.0,-821000000.0,,25012000000.0,2213000000.0,3742000000.0,506657445600.0,3742000000.0,,204609000000.0,15206000000.0,7021000000.0,15060000000.0,33200000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-03-31,,0.008388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500644388400.0,,,,,,,,,,,,,,,,,,,,,,,4365000000.0,,0.008497,,,,,,,,,,,,500644388400.0,,,4365000000.0,,4365000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-06-30,5741000000.0,,34544000000.0,,,6001000000.0,9145000000.0,,,101381000000.0,,,0.0,,12588000000.0,36768000000.0,,36768000000.0,,9527000000.0,,,,26394000000.0,,,,,17349000000.0,,,,15277000000.0,6259000000.0,,,,,,15277000000.0,,1636000000.0,,,15786000000.0,,,,,,,,62010000000.0,,,,5571000000.0,,34544000000.0,,,,,1738138000000.0,,,4319000000.0,,,,,,,,,1630768000000.0,,,321649000000.0,,,,,4364000000.0,,4880000000.0,,229713000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-09-30,,0.008004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,518867164800.0,,,,,,,,,,,,,,,,,,,,,,,4218000000.0,,0.008004,,,,,,,,,,,,511706577600.0,,,4218000000.0,,4218000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-12-31,5786000000.0,,37335000000.0,66007000000.0,-903000000.0,,,,66093000000.0,108352000000.0,26876000000.0,519601584000.0,0.0,141307000000.0,13165000000.0,26876000000.0,16424000000.0,26876000000.0,12823000000.0,,,,,29380000000.0,38257000000.0,0.030282,-1770000000.0,,,15789000000.0,-286316000000.0,-748000000.0,16424000000.0,,-14124000000.0,37335000000.0,41393000000.0,854000000.0,,16424000000.0,5786000000.0,,0.0305,,,-710000000.0,0.0,1745830000000.0,1229000000.0,80033000000.0,59163000000.0,29380000000.0,65397000000.0,22086000000.0,70916000000.0,0.0,,65397000000.0,37335000000.0,,15789000000.0,5215000000.0,1860758000000.0,1860758000000.0,21004000000.0,13165000000.0,3136000000.0,215486000000.0,,252997000000.0,-5927000000.0,,,541349000000.0,273774000000.0,1745830000000.0,108352000000.0,-12723000000.0,541349000000.0,-575000000.0,,26876000000.0,2528000000.0,3136000000.0,514552452000.0,3136000000.0,,252997000000.0,16424000000.0,80781000000.0,15789000000.0,37335000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-03-31,,0.01037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,526165455600.0,,,,,,,,,,,,,,,,,,,,,,,5448000000.0,,0.01037,,,,,,,,,,,,526165455600.0,,,5448000000.0,,5448000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-06-30,5857000000.0,0.01175,38445000000.0,,,6771000000.0,11105000000.0,,,119780000000.0,,,0.0,,12947000000.0,39803000000.0,,39803000000.0,,12669000000.0,,,,31838000000.0,,,,,21359000000.0,,,,14982000000.0,7080000000.0,,,,,,14982000000.0,,1323000000.0,,463659574468.0,19750000000.0,,,,,,,,74251000000.0,,,,7015000000.0,,38445000000.0,,,,,2150441000000.0,,,5448000000.0,,0.011875,,,,,,,2023950000000.0,,,863206000000.0,,458778947368.0,,,5448000000.0,,5448000000.0,,252743000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-09-30,,0.007516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,548020413913.0,,,,,,,,,,,,,,,,,,,,,,,4119000000.0,,0.007625,,,,,,,,,,,,540191550857.0,,,4119000000.0,,4119000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-12-31,5915000000.0,,39689000000.0,81298000000.0,-689000000.0,,,,69123000000.0,128160000000.0,31542000000.0,535253893200.0,0.0,215486000000.0,13893000000.0,31542000000.0,15694000000.0,31542000000.0,15294000000.0,,,,,33014000000.0,47650000000.0,0.035511,-974000000.0,,,19133000000.0,-260980000000.0,-492000000.0,15694000000.0,,-20278000000.0,39689000000.0,54564000000.0,870000000.0,,15694000000.0,5915000000.0,,0.035947,,,-592000000.0,0.0,2218850000000.0,704000000.0,90546000000.0,68469000000.0,33014000000.0,81097000000.0,24212000000.0,89104000000.0,2983000000.0,,81097000000.0,39689000000.0,,19133000000.0,3757000000.0,2354266000000.0,2354266000000.0,22890000000.0,13893000000.0,4119000000.0,297009000000.0,,271398000000.0,-6003000000.0,,,739352000000.0,238647000000.0,2218850000000.0,128160000000.0,-19904000000.0,739352000000.0,-636000000.0,,31542000000.0,2522000000.0,4119000000.0,529929354000.0,4119000000.0,,271398000000.0,15694000000.0,91038000000.0,19133000000.0,39689000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-03-31,,0.008125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,475200000000.0,,,,,,,,,,,,,,,,,,,,,,,3861000000.0,,0.008125,,,,,,,,,,,,475200000000.0,,,3861000000.0,,3861000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-06-30,6003000000.0,,40814000000.0,,,4832000000.0,12082000000.0,,,126785000000.0,,,0.0,,14378000000.0,30192000000.0,,30192000000.0,,12993000000.0,,,,29695000000.0,,,,,22235000000.0,,,,15713000000.0,5124000000.0,,,,,,15713000000.0,,971000000.0,,,18117000000.0,,,,,,,,82990000000.0,,,,7182000000.0,,40814000000.0,,,,,2546678000000.0,,,3816000000.0,,,,,,,,,2412667000000.0,,,1075374000000.0,,,,,3861000000.0,,4445000000.0,,261784000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-09-30,,-0.00211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,476691369830.0,,,,,,,,,,,,,,,,,,,,,,,-997000000.0,,-0.00211,,,,,,,,,,,,472511848341.0,,,-997000000.0,,-997000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-12-31,6053000000.0,,27357000000.0,71412000000.0,-350000000.0,,,,5679000000.0,93591000000.0,58399000000.0,542184974400.0,0.0,297009000000.0,15358000000.0,58399000000.0,14025000000.0,58399000000.0,15260000000.0,,,,,-1614000000.0,48251000000.0,0.008932,-355000000.0,,,5728000000.0,-277023000000.0,-518000000.0,14025000000.0,,-25093000000.0,27357000000.0,48738000000.0,819000000.0,,14025000000.0,6053000000.0,,0.008932,,,1133000000.0,0.0,2427236000000.0,2627000000.0,29902000000.0,-50404000000.0,-1614000000.0,80689000000.0,9307000000.0,93059000000.0,25018000000.0,,80689000000.0,27357000000.0,,5728000000.0,2809000000.0,2527465000000.0,2527465000000.0,8537000000.0,15358000000.0,-997000000.0,278872000000.0,,209126000000.0,-7211000000.0,,,739101000000.0,223138000000.0,2427236000000.0,93591000000.0,34874000000.0,739101000000.0,-1002000000.0,,58399000000.0,13367000000.0,-997000000.0,542184974400.0,-997000000.0,,209126000000.0,14025000000.0,30420000000.0,5728000000.0,27357000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-06-30,8658000000.0,0.0,29105000000.0,,,,,,,118355000000.0,,,0.0,,16156000000.0,89137000000.0,,89137000000.0,,,,,,,,,,,,,,,14573000000.0,,,,,,,14573000000.0,,,,,,,,,,,,,79988000000.0,,,,,,29105000000.0,,,,,2421843000000.0,,,,,0.0,,,,,,,2296545000000.0,,,1124275000000.0,,,,,,,,1849000000.0,263647000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
